"X","DISTRICT_NUMBER","DISTRICT","CAMPUS_NUMBER","CAMPUS","REGION","COUNTY","SCHOOL_TYPE","GRADES_SERVED","CHARTER","URBANICITY","NUMBER_OF_STUDENTS","OVERALL_RATING","OVERALL_SCORE","X._ECONOMICALLY_DISADVANTAGED","X._EB.EL_STUDENTS","FREE_LUNCH_QUALIFIED_COUNT","REDUCED.PRICE_LUNCH_QUALIFIED_COUNT","RACE_AMERICAN_INDIAN_OR_ALASKA_NATIVE","RACE_ASIAN","RACE_BLACK_OR_AFRICAN_AMERICAN","RACE_HISPANIC.LATINO","RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER","RACE_TWO_OR_MORE_RACES","RACE_WHITE","TEACHERS_COUNT","LAT","LONG","MEDIAN_HOUSEHOLD_INCOME_AREA","ST_SCHID"
7039,108902,"DONNA ISD",108902116,"DANIEL SINGLETERRY SR","REGION 01: EDINBURG","HIDALGO","Elementary","EE - 05","No","Suburban",550,"D","69",0.991,0.735,541,6,0,0,0,1106,0,0,0,31.1,26.17088,-98.05289,NA,"TX-108902-108902116"
7040,108902,"DONNA ISD",108902117,"ELOY GARZA SALAZAR EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",436,"B","83",0.936,0.445,400,8,0,0,0,866,0,0,6,25.93,NA,NA,NA,"TX-108902-108902117"
7041,108902,"DONNA ISD",108902118,"JULIAN S ADAME","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",600,"C","70",0.938,0.67,559,4,0,0,0,1194,0,0,6,35.95,NA,NA,NA,"TX-108902-108902118"
7042,108903,"EDCOUCH-ELSA ISD",108903001,"EDCOUCH-ELSA H S","REGION 01: EDINBURG","HIDALGO","High School","09 - 12","No","Rural",1345,"D","69",0.941,0.291,1259,7,0,0,0,2684,0,0,6,98.62,26.3066,-97.9614,NA,"TX-108903-108903001"
7043,108903,"EDCOUCH-ELSA ISD",108903004,"EDCOUCH-ELSA H S ACADEMY","REGION 01: EDINBURG","HIDALGO","High School","09 - 12","No","",33,"C","71",0.939,0.152,31,0,0,0,0,64,0,0,2,3.4,NA,NA,NA,"TX-108903-108903004"
7044,108903,"EDCOUCH-ELSA ISD",108903041,"CARLOS TRUAN J H","REGION 01: EDINBURG","HIDALGO","Middle School","07 - 08","No","",622,"D","61",0.934,0.333,555,26,0,0,2,1242,0,0,0,45.9,NA,NA,NA,"TX-108903-108903041"
7045,108903,"EDCOUCH-ELSA ISD",108903043,"DAVID YBARRA FINE ARTS ACADEMY","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 06","No","",288,"F","50",0.927,0.295,267,0,0,0,0,576,0,0,0,19.31,NA,NA,NA,"TX-108903-108903043"
7046,108903,"EDCOUCH-ELSA ISD",108903102,"SANTIAGO GARCIA EL","REGION 01: EDINBURG","HIDALGO","Elementary","KG - 05","No","",372,"F","48",0.938,0.462,349,0,0,0,0,744,0,0,0,26.95,NA,NA,NA,"TX-108903-108903102"
7047,108903,"EDCOUCH-ELSA ISD",108903103,"KENNEDY EL","REGION 01: EDINBURG","HIDALGO","Elementary","KG - 05","No","Urban",381,"F","52",0.953,0.189,363,0,0,0,0,758,0,0,4,23.76,29.67144,-95.60053,NA,"TX-108903-108903103"
7052,108903,"EDCOUCH-ELSA ISD",108903104,"RUBEN C RODRIGUEZ EL","REGION 01: EDINBURG","HIDALGO","Elementary","KG - 05","No","",421,"F","59",0.922,0.197,388,0,2,0,0,840,0,0,0,25.42,NA,NA,NA,"TX-108903-108903104"
7053,108903,"EDCOUCH-ELSA ISD",108903105,"L B J EL","REGION 01: EDINBURG","HIDALGO","Elementary","KG - 05","No","Rural",472,"F","59",0.934,0.203,424,17,0,0,2,940,0,0,2,30.86,26.3066,-97.9614,NA,"TX-108903-108903105"
7054,108903,"EDCOUCH-ELSA ISD",108903106,"JORGE R GUTIERREZ EARLY CHILDHOOD CENTER","REGION 01: EDINBURG","HIDALGO","Elementary","PK - PK","No","",430,"F","59",0.96,0.235,415,0,0,0,2,858,0,0,4,17.95,NA,NA,NA,"TX-108903-108903106"
7055,108904,"EDINBURG CISD",108904001,"EDINBURG H S","REGION 01: EDINBURG","HIDALGO","High School","09 - 12","No","Suburban",2425,"B","86",0.828,0.345,1970,46,0,2,10,4794,0,2,58,171.39,26.26505,-98.14249,NA,"TX-108904-108904001"
7056,108904,"EDINBURG CISD",108904002,"ECONOMEDES H S","REGION 01: EDINBURG","HIDALGO","High School","09 - 12","No","Suburban",2758,"C","76",0.925,0.483,2529,25,0,0,6,5510,0,2,6,177.74,26.29375,-98.10633,NA,"TX-108904-108904002"
7057,108904,"EDINBURG CISD",108904003,"EDINBURG NORTH H S","REGION 01: EDINBURG","HIDALGO","High School","09 - 12","No","Rural",2668,"B","83",0.829,0.293,2164,52,6,6,8,5262,0,8,54,193.84,26.3183,-98.1593,NA,"TX-108904-108904003"
7058,108904,"EDINBURG CISD",108904006,"ROBERT R VELA H S","REGION 01: EDINBURG","HIDALGO","High School","09 - 12","No","",2187,"B","89",0.62,0.184,1327,32,2,46,24,4206,2,4,94,156.87,NA,NA,NA,"TX-108904-108904006"
7059,108904,"EDINBURG CISD",108904008,"EDINBURG COLLEGIATE H S","REGION 01: EDINBURG","HIDALGO","High School","09 - 10","No","",206,"A","96",0.752,0.214,152,3,0,16,0,390,0,2,4,20.8,NA,NA,NA,"TX-108904-108904008"
7060,108904,"EDINBURG CISD",108904040,"JUVENILE DETENTION CTR","REGION 01: EDINBURG","HIDALGO","High School","07 - 11","No","Rural",29,"Not Rated",".",0.931,0.483,27,0,0,0,0,54,0,0,4,6.48,30.32058,-95.4848,NA,"TX-108904-108904040"
7063,108904,"EDINBURG CISD",108904043,"B L GARZA MIDDLE","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 08","No","",1056,"B","84",0.815,0.286,829,32,0,6,6,2084,0,4,12,88.64,NA,NA,NA,"TX-108904-108904043"
7064,108904,"EDINBURG CISD",108904044,"SOUTH MIDDLE","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 08","No","",1309,"B","88",0.657,0.222,841,19,0,20,16,2544,0,8,30,92.2,NA,NA,NA,"TX-108904-108904044"
7065,108904,"EDINBURG CISD",108904045,"MEMORIAL MIDDLE","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 08","No","Urban",1065,"B","83",0.907,0.508,952,14,0,0,2,2124,0,2,2,88.53,26.19536,-97.68138,NA,"TX-108904-108904045"
7071,108904,"EDINBURG CISD",108904046,"FRANCISCO BARRIENTES MIDDLE","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 08","No","",1215,"B","81",0.827,0.402,983,22,0,2,4,2406,0,2,16,87.85,NA,NA,NA,"TX-108904-108904046"
7072,108904,"EDINBURG CISD",108904047,"BETTY HARWELL MIDDLE","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 08","No","",1453,"D","69",0.964,0.69,1390,10,0,0,0,2898,0,0,8,96.53,NA,NA,NA,"TX-108904-108904047"
7073,108904,"EDINBURG CISD",108904048,"ELIAS LONGORIA SR MIDDLE","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 08","No","",804,"B","85",0.823,0.505,652,10,0,8,8,1574,0,2,16,74.02,NA,NA,NA,"TX-108904-108904048"
7074,108904,"EDINBURG CISD",108904101,"AUSTIN EL","REGION 01: EDINBURG","HIDALGO","Elementary","EE - 05","No","Urban",356,"A","92",0.913,0.275,317,8,0,0,0,706,0,0,6,32.46,32.42109,-99.77418,NA,"TX-108904-108904101"
7090,108904,"EDINBURG CISD",108904102,"BREWSTER EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 08","No","",316,"B","81",0.756,0.335,235,4,0,0,0,600,0,4,28,28.7,NA,NA,NA,"TX-108904-108904102"
7091,108904,"EDINBURG CISD",108904103,"HARGILL EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",502,"B","81",0.944,0.522,468,6,0,0,0,992,0,0,12,30.89,NA,NA,NA,"TX-108904-108904103"
7092,108904,"EDINBURG CISD",108904104,"BETTS EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",544,"B","81",0.934,0.48,496,12,4,0,0,1078,0,0,6,35,NA,NA,NA,"TX-108904-108904104"
7093,108904,"EDINBURG CISD",108904105,"JEFFERSON ELEM","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","Urban",489,"A","91",0.642,0.213,308,8,0,16,0,938,0,12,16,31.1,26.29323,-98.16264,NA,"TX-108904-108904105"
7094,108904,"EDINBURG CISD",108904106,"TREVINO EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",654,"A","91",0.48,0.086,298,16,4,46,2,1186,0,22,50,39.7,NA,NA,NA,"TX-108904-108904106"
7095,108904,"EDINBURG CISD",108904107,"LEE EL","REGION 01: EDINBURG","HIDALGO","Elementary","EE - 05","No","Urban",449,"B","83",0.955,0.327,422,7,0,4,4,884,0,0,6,27.64,32.4625,-99.77921,NA,"TX-108904-108904107"
7103,108904,"EDINBURG CISD",108904108,"LINCOLN EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",410,"B","83",0.937,0.427,367,17,0,2,10,802,0,2,4,28.15,NA,NA,NA,"TX-108904-108904108"
7104,108904,"EDINBURG CISD",108904109,"GUERRA EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",509,"C","76",0.906,0.481,452,9,0,0,4,1010,0,4,0,33.89,NA,NA,NA,"TX-108904-108904109"
7105,108904,"EDINBURG CISD",108904110,"ZAVALA EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","Urban",547,"C","78",0.923,0.349,486,19,0,2,4,1078,0,0,10,32,30.25838,-97.7198,NA,"TX-108904-108904110"
7110,108904,"EDINBURG CISD",108904111,"TRAVIS EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","Urban",329,"B","80",0.894,0.264,286,8,0,2,2,646,0,4,4,23.37,27.76139,-97.41643,NA,"TX-108904-108904111"
7124,108904,"EDINBURG CISD",108904112,"FREDDY GONZALEZ EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",499,"A","91",0.641,0.15,311,10,0,18,6,942,2,16,16,28.93,NA,NA,NA,"TX-108904-108904112"
7125,108904,"EDINBURG CISD",108904113,"L B JOHNSON EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","Urban",406,"B","89",0.865,0.296,337,19,0,0,0,814,0,0,8,26.64,31.89021,-102.30824,NA,"TX-108904-108904113"
7126,108904,"EDINBURG CISD",108904114,"CANTERBURY EL","REGION 01: EDINBURG","HIDALGO","Elementary","EE - 05","No","",668,"B","89",0.416,0.096,269,12,4,114,30,1128,0,18,58,38.58,NA,NA,NA,"TX-108904-108904114"
7127,108904,"EDINBURG CISD",108904115,"MONTE CRISTO EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",596,"D","69",0.948,0.646,558,8,0,0,2,1186,0,0,6,39.03,NA,NA,NA,"TX-108904-108904115"
7128,108904,"EDINBURG CISD",108904116,"ESCANDON EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",701,"B","86",0.852,0.28,582,15,0,0,0,1390,0,0,12,43.98,NA,NA,NA,"TX-108904-108904116"
7129,108904,"EDINBURG CISD",108904117,"DE LA VINA EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",554,"B","83",0.847,0.15,441,28,0,14,6,1072,0,4,14,35.08,NA,NA,NA,"TX-108904-108904117"
7130,108904,"EDINBURG CISD",108904118,"SAN CARLOS EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",406,"B","86",0.968,0.65,388,5,0,0,0,810,0,0,2,26.53,NA,NA,NA,"TX-108904-108904118"
7131,108904,"EDINBURG CISD",108904119,"TRUMAN EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",709,"B","83",0.855,0.257,586,20,2,2,8,1386,2,6,12,42.87,NA,NA,NA,"TX-108904-108904119"
7132,108904,"EDINBURG CISD",108904120,"EISENHOWER EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","Suburban",611,"C","75",0.915,0.481,549,10,0,2,0,1212,0,0,8,35.93,32.76963,-97.02095,NA,"TX-108904-108904120"
7133,108904,"EDINBURG CISD",108904121,"JOHN F KENNEDY EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","Suburban",459,"B","88",0.95,0.436,432,4,0,0,0,918,0,0,0,32.88,26.15282,-97.91814,NA,"TX-108904-108904121"
7134,108904,"EDINBURG CISD",108904122,"CANO-GONZALEZ EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",398,"B","86",0.784,0.364,304,8,4,6,8,748,0,18,12,26.16,NA,NA,NA,"TX-108904-108904122"
7135,108904,"EDINBURG CISD",108904123,"CAVAZOS EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",408,"B","88",0.833,0.311,331,10,0,6,2,792,0,4,14,27.08,NA,NA,NA,"TX-108904-108904123"
7136,108904,"EDINBURG CISD",108904124,"VILLARREAL EL","REGION 01: EDINBURG","HIDALGO","Elementary","EE - 05","No","",665,"F","57",0.952,0.665,623,10,0,0,0,1330,0,0,0,35.86,NA,NA,NA,"TX-108904-108904124"
7137,108904,"EDINBURG CISD",108904125,"CARMEN V AVILA EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",728,"B","80",0.944,0.613,673,14,0,0,0,1454,0,0,2,38.97,NA,NA,NA,"TX-108904-108904125"
7138,108904,"EDINBURG CISD",108904126,"ANNE L MAGEE EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",450,"C","76",0.778,0.436,340,10,0,8,2,854,0,0,36,30.75,NA,NA,NA,"TX-108904-108904126"
7139,108904,"EDINBURG CISD",108904127,"DR THOMAS ESPARZA EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",435,"B","87",0.89,0.49,380,7,0,0,4,864,0,0,2,27.81,NA,NA,NA,"TX-108904-108904127"
7140,108904,"EDINBURG CISD",108904128,"DR KAY TEER CRAWFORD EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",652,"B","89",0.913,0.462,580,15,0,8,0,1284,0,4,8,40.1,NA,NA,NA,"TX-108904-108904128"
7141,108904,"EDINBURG CISD",108904129,"ALFONSO RAMIREZ EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",680,"A","91",0.606,0.226,395,18,0,28,16,1294,0,6,18,40.23,NA,NA,NA,"TX-108904-108904129"
7142,108904,"EDINBURG CISD",108904130,"R C FLORES-MARK A ZAPATA EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",521,"B","82",0.797,0.413,408,7,0,0,10,1028,0,0,4,34.61,NA,NA,NA,"TX-108904-108904130"
7143,108904,"EDINBURG CISD",108904131,"MACARIA DELA GARZA GORENA EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",561,"B","87",0.813,0.378,448,8,4,6,0,1104,0,2,6,35.88,NA,NA,NA,"TX-108904-108904131"
7144,108904,"EDINBURG CISD",108904132,"EARLY CHILDHOOD","REGION 01: EDINBURG","HIDALGO","Elementary","PK - PK","No","",480,"B","82",1,0.519,473,12,0,0,0,968,0,2,0,16,NA,NA,NA,"TX-108904-108904132"
7145,108905,"HIDALGO ISD",108905001,"HIDALGO EARLY COLLEGE H S","REGION 01: EDINBURG","HIDALGO","High School","09 - 12","No","",1083,"C","77",0.857,0.65,918,10,0,0,0,2164,0,0,2,77.59,NA,NA,NA,"TX-108905-108905001"
7146,108905,"HIDALGO ISD",108905041,"DIAZ J H","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 08","No","Suburban",565,"C","76",0.88,0.747,487,10,0,0,0,1130,0,0,0,47.6,26.09794,-98.24923,NA,"TX-108905-108905041"
7147,108905,"HIDALGO ISD",108905101,"HIDALGO EL","REGION 01: EDINBURG","HIDALGO","Elementary","EE - 05","No","Suburban",389,"B","87",0.936,0.799,360,4,0,0,0,778,0,0,0,22.3,26.09892,-98.25983,NA,"TX-108905-108905101"
7148,108905,"HIDALGO ISD",108905102,"JC KELLY EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",297,"A","94",0.906,0.603,257,12,0,0,0,594,0,0,0,20.51,NA,NA,NA,"TX-108905-108905102"
7149,108905,"HIDALGO ISD",108905103,"DR ALEJO SALINAS JR EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",341,"A","92",0.874,0.636,294,4,0,0,0,682,0,0,0,20.19,NA,NA,NA,"TX-108905-108905103"
7150,108905,"HIDALGO ISD",108905104,"HIDALGO PARK EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",295,"B","88",0.936,0.624,269,7,0,0,0,590,0,0,0,18.46,NA,NA,NA,"TX-108905-108905104"
7151,108905,"HIDALGO ISD",108905106,"HIDALGO EARLY START ACADEMY","REGION 01: EDINBURG","HIDALGO","Elementary","PK - PK","No","",39,"B","87",1,0.744,NA,NA,0,0,0,80,0,0,0,1,NA,NA,NA,"TX-108905-108905106"
7152,108906,"MCALLEN ISD",108906001,"MCALLEN H S","REGION 01: EDINBURG","HIDALGO","High School","09 - 12","No","",2131,"B","86",0.631,0.263,1344,0,2,32,12,3924,0,22,274,177.39,NA,NA,NA,"TX-108906-108906001"
7153,108906,"MCALLEN ISD",108906002,"MEMORIAL H S","REGION 01: EDINBURG","HIDALGO","High School","09 - 12","No","Suburban",2079,"B","87",0.673,0.339,1400,0,4,64,22,3928,2,6,134,145.58,29.7801,-95.52309,NA,"TX-108906-108906002"
7154,108906,"MCALLEN ISD",108906005,"INSTR/GUID CENTER","REGION 01: EDINBURG","HIDALGO","Elem/Secondary","06 - 12","No","Urban",71,"Not Rated",".",0.944,0.648,67,0,0,0,0,138,0,2,2,12.85,26.19789,-98.23779,NA,"TX-108906-108906005"
7155,108906,"MCALLEN ISD",108906006,"ROWE H S","REGION 01: EDINBURG","HIDALGO","High School","09 - 12","No","",1944,"A","94",0.739,0.245,1436,0,0,48,6,3710,0,6,118,139.48,NA,NA,NA,"TX-108906-108906006"
7156,108906,"MCALLEN ISD",108906007,"LAMAR ACADEMY","REGION 01: EDINBURG","HIDALGO","High School","09 - 12","No","Urban",87,"A","93",0.839,0.253,73,0,0,0,0,166,0,0,8,16.84,26.21256,-98.22867,NA,"TX-108906-108906007"
7157,108906,"MCALLEN ISD",108906011,"ACHIEVE EARLY COLLEGE H S","REGION 01: EDINBURG","HIDALGO","High School","09 - 12","No","",411,"A","99",0.693,0.18,285,0,0,20,0,784,0,8,10,41.27,NA,NA,NA,"TX-108906-108906011"
7158,108906,"MCALLEN ISD",108906042,"TRAVIS MIDDLE","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 08","No","Urban",516,"B","81",0.961,0.624,496,0,0,0,10,1006,0,2,14,46.87,35.23433,-101.80524,NA,"TX-108906-108906042"
7162,108906,"MCALLEN ISD",108906044,"BROWN MIDDLE","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 08","No","",585,"B","80",0.899,0.66,526,0,0,0,0,1154,0,2,14,52.45,NA,NA,NA,"TX-108906-108906044"
7163,108906,"MCALLEN ISD",108906045,"MORRIS MIDDLE","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 08","No","",1016,"A","92",0.518,0.222,526,0,0,18,16,1814,0,18,166,59.8,NA,NA,NA,"TX-108906-108906045"
7164,108906,"MCALLEN ISD",108906046,"DE LEON MIDDLE","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 08","No","",800,"B","82",0.864,0.47,691,0,0,14,2,1548,0,8,28,64.1,NA,NA,NA,"TX-108906-108906046"
7165,108906,"MCALLEN ISD",108906047,"CATHEY MIDDLE","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 08","No","",819,"A","91",0.69,0.391,565,0,2,24,12,1526,4,4,70,55.9,NA,NA,NA,"TX-108906-108906047"
7166,108906,"MCALLEN ISD",108906048,"MICHAEL E FOSSUM MIDDLE","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 08","No","",780,"A","91",0.591,0.263,461,0,0,12,10,1490,0,8,40,54.14,NA,NA,NA,"TX-108906-108906048"
7167,108906,"MCALLEN ISD",108906101,"ALVAREZ EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",460,"C","79",0.961,0.543,443,0,0,2,4,886,0,2,28,26.47,NA,NA,NA,"TX-108906-108906101"
7168,108906,"MCALLEN ISD",108906106,"HOUSTON EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","Urban",377,"B","80",0.873,0.605,330,0,2,0,0,750,0,0,4,28.05,30.19941,-97.75481,NA,"TX-108906-108906106"
7180,108906,"MCALLEN ISD",108906107,"JACKSON EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","Urban",530,"B","83",0.872,0.489,463,0,0,2,10,1018,0,2,38,37.19,32.41193,-99.75549,NA,"TX-108906-108906107"
7185,108906,"MCALLEN ISD",108906111,"MILAM EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","Rural",754,"A","92",0.605,0.306,456,0,0,10,4,1332,0,4,160,50.84,30.24761,-95.32355,NA,"TX-108906-108906111"
7189,108906,"MCALLEN ISD",108906112,"WILSON EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","Suburban",382,"C","78",0.88,0.45,336,0,0,4,2,712,0,2,44,28.31,32.96598,-97.00668,NA,"TX-108906-108906112"
7199,108906,"MCALLEN ISD",108906114,"FIELDS EL","REGION 01: EDINBURG","HIDALGO","Elementary","EE - 05","No","",480,"D","67",0.91,0.544,438,0,0,2,4,924,0,2,30,36.88,NA,NA,NA,"TX-108906-108906114"
7200,108906,"MCALLEN ISD",108906116,"SEGUIN EL","REGION 01: EDINBURG","HIDALGO","Elementary","EE - 05","No","Urban",577,"B","85",0.958,0.463,553,0,0,0,0,1104,0,0,50,39.07,29.67916,-95.30649,NA,"TX-108906-108906116"
7201,108906,"MCALLEN ISD",108906119,"ESCANDON EL","REGION 01: EDINBURG","HIDALGO","Elementary","EE - 05","No","",490,"C","75",0.947,0.584,464,0,2,0,0,854,0,0,134,37.42,NA,NA,NA,"TX-108906-108906119"
7202,108906,"MCALLEN ISD",108906120,"RAYBURN EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",492,"B","89",0.679,0.173,334,0,2,20,2,908,0,2,50,35.21,NA,NA,NA,"TX-108906-108906120"
7203,108906,"MCALLEN ISD",108906121,"ROOSEVELT EL","REGION 01: EDINBURG","HIDALGO","Elementary","EE - 05","No","Urban",433,"C","77",0.958,0.58,415,0,0,0,0,808,0,2,56,29.53,31.754,-106.48208,NA,"TX-108906-108906121"
7206,108906,"MCALLEN ISD",108906122,"GARZA EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","Urban",461,"B","87",0.735,0.2,340,0,0,12,4,850,0,2,60,32.01,25.89197,-97.44875,NA,"TX-108906-108906122"
7207,108906,"MCALLEN ISD",108906123,"MCAULIFFE EL","REGION 01: EDINBURG","HIDALGO","Elementary","EE - 05","No","Suburban",412,"B","84",0.845,0.408,348,0,0,8,0,792,0,0,26,32.03,33.07987,-97.06654,NA,"TX-108906-108906123"
7208,108906,"MCALLEN ISD",108906124,"GONZALEZ EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","Urban",792,"A","93",0.364,0.269,290,0,4,130,12,1304,2,28,114,51.05,25.93982,-97.44917,NA,"TX-108906-108906124"
7209,108906,"MCALLEN ISD",108906126,"CASTANEDA EL","REGION 01: EDINBURG","HIDALGO","Elementary","EE - 05","No","Urban",498,"B","87",0.695,0.289,347,0,0,14,4,958,0,8,16,32.06,25.90554,-97.46223,NA,"TX-108906-108906126"
7210,108906,"MCALLEN ISD",108906127,"BLANCA E SANCHEZ","REGION 01: EDINBURG","HIDALGO","Elementary","EE - 05","No","",514,"B","87",0.613,0.325,315,0,4,6,6,990,0,0,24,34.83,NA,NA,NA,"TX-108906-108906127"
7211,108906,"MCALLEN ISD",108906128,"DR PABLO PEREZ","REGION 01: EDINBURG","HIDALGO","Elementary","EE - 05","No","",536,"A","90",0.507,0.183,277,0,0,14,2,1024,0,10,70,39.12,NA,NA,NA,"TX-108906-108906128"
7212,108906,"MCALLEN ISD",108906129,"LUCILE HENDRICKS EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",422,"B","89",0.716,0.329,302,0,8,14,0,804,0,8,12,29.24,NA,NA,NA,"TX-108906-108906129"
7213,108906,"MCALLEN ISD",108906130,"THIGPEN-ZAVALA EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",494,"A","91",0.943,0.599,466,0,4,0,0,954,0,0,30,32.65,NA,NA,NA,"TX-108906-108906130"
7214,108907,"MERCEDES ISD",108907001,"MERCEDES H S","REGION 01: EDINBURG","HIDALGO","High School","09 - 12","No","Suburban",974,"D","69",0.911,0.314,874,13,2,0,10,1908,0,6,22,71.18,26.13818,-97.9087,NA,"TX-108907-108907001"
7215,108907,"MERCEDES ISD",108907002,"MERCEDES ACADEMIC ACADEMY","REGION 01: EDINBURG","HIDALGO","High School","09 - 12","No","",92,"B","80",0.989,0.424,92,1,0,0,0,184,0,0,4,5.69,NA,NA,NA,"TX-108907-108907002"
7216,108907,"MERCEDES ISD",108907006,"MERCEDES EARLY COLLEGE ACADEMY","REGION 01: EDINBURG","HIDALGO","High School","09 - 12","No","",354,"A","95",0.819,0.144,274,16,2,2,2,690,0,0,12,20.38,NA,NA,NA,"TX-108907-108907006"
7217,108907,"MERCEDES ISD",108907041,"SGT MANUEL CHACON MIDDLE","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 08","No","",563,"D","69",0.872,0.3,475,16,0,0,2,1112,0,0,12,40.48,NA,NA,NA,"TX-108907-108907041"
7218,108907,"MERCEDES ISD",108907102,"TAYLOR EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","Urban",410,"C","76",0.946,0.273,381,7,0,2,2,806,0,2,8,28.7,32.46283,-99.70782,NA,"TX-108907-108907102"
7221,108907,"MERCEDES ISD",108907103,"TRAVIS EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","Urban",506,"C","71",0.909,0.292,441,19,0,0,0,998,0,4,10,36.07,27.76139,-97.41643,NA,"TX-108907-108907103"
7235,108907,"MERCEDES ISD",108907107,"RUBEN HINOJOSA EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","",492,"B","89",0.917,0.213,425,26,0,4,4,952,2,0,22,36.55,NA,NA,NA,"TX-108907-108907107"
7236,108907,"MERCEDES ISD",108907108,"SGT WILLIAM G HARRELL MIDDLE","REGION 01: EDINBURG","HIDALGO","Middle School","06 - 08","No","",451,"D","65",0.947,0.439,421,6,0,0,0,870,0,0,32,38.45,NA,NA,NA,"TX-108907-108907108"
7237,108907,"MERCEDES ISD",108907109,"JOHN F KENNEDY EL","REGION 01: EDINBURG","HIDALGO","Elementary","PK - 05","No","Suburban",462,"B","82",0.965,0.42,429,17,2,0,0,910,0,2,10,29.58,26.15282,-97.91814,NA,"TX-108907-108907109"
7238,108907,"MERCEDES ISD",108907110,"MERCEDES EARLY LITERACY PROGRAM","REGION 01: EDINBURG","HIDALGO","Elementary","PK - PK","No","",151,"C","73",1,0.497,150,1,0,0,0,298,0,0,4,4,NA,NA,NA,"TX-108907-108907110"
