,Unnamed: 0,DISTRICT_NUMBER,DISTRICT,CAMPUS_NUMBER,CAMPUS,REGION,COUNTY,SCHOOL_TYPE,GRADES_SERVED,CHARTER,URBANICITY,NUMBER_OF_STUDENTS,OVERALL_RATING,OVERALL_SCORE,%_ECONOMICALLY_DISADVANTAGED,%_EB/EL_STUDENTS,FREE_LUNCH_QUALIFIED_COUNT,REDUCED-PRICE_LUNCH_QUALIFIED_COUNT,RACE_AMERICAN_INDIAN_OR_ALASKA_NATIVE,RACE_ASIAN,RACE_BLACK_OR_AFRICAN_AMERICAN,RACE_HISPANIC/LATINO,RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,RACE_TWO_OR_MORE_RACES,RACE_WHITE,TEACHERS_COUNT,LAT,LONG,MEDIAN_HOUSEHOLD_INCOME_AREA,ST_SCHID,AVG_TEACHER_SALARY
4581,4581,79901,LAMAR CISD,79901108.0,TRAVIS EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Rural,426,D,69,0.911,0.289,382.0,6.0,0.0,4.0,76.0,698.0,2.0,8.0,64.0,30.66,34.731,-100.54465,,TX-079901-079901108,65178.0
4582,4582,79901,LAMAR CISD,79901108.0,TRAVIS EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Suburban,426,D,69,0.911,0.289,382.0,6.0,0.0,4.0,76.0,698.0,2.0,8.0,64.0,30.66,26.13536,-97.91684,,TX-079901-079901108,65178.0
4583,4583,79901,LAMAR CISD,79901108.0,TRAVIS EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Rural,426,D,69,0.911,0.289,382.0,6.0,0.0,4.0,76.0,698.0,2.0,8.0,64.0,30.66,32.80406,-98.105,,TX-079901-079901108,65178.0
4584,4584,79901,LAMAR CISD,79901108.0,TRAVIS EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Rural,426,D,69,0.911,0.289,382.0,6.0,0.0,4.0,76.0,698.0,2.0,8.0,64.0,30.66,35.56227,-100.97735,,TX-079901-079901108,65178.0
4585,4585,79901,LAMAR CISD,79901108.0,TRAVIS EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Urban,426,D,69,0.911,0.289,382.0,6.0,0.0,4.0,76.0,698.0,2.0,8.0,64.0,30.66,29.91826,-93.9028,,TX-079901-079901108,65178.0
4586,4586,79901,LAMAR CISD,79901108.0,TRAVIS EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Rural,426,D,69,0.911,0.289,382.0,6.0,0.0,4.0,76.0,698.0,2.0,8.0,64.0,30.66,29.8958,-97.92328,,TX-079901-079901108,65178.0
4587,4587,79901,LAMAR CISD,79901108.0,TRAVIS EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Rural,426,D,69,0.911,0.289,382.0,6.0,0.0,4.0,76.0,698.0,2.0,8.0,64.0,30.66,33.13678,-95.60893,,TX-079901-079901108,65178.0
4588,4588,79901,LAMAR CISD,79901109.0,TAYLOR RAY EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,558,B,87,0.946,0.335,518.0,12.0,4.0,2.0,64.0,958.0,0.0,18.0,74.0,43.38,,,,TX-079901-079901109,65178.0
4589,4589,79901,LAMAR CISD,79901110.0,HUGGINS EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,890,A,90,0.231,0.08,167.0,40.0,8.0,138.0,296.0,430.0,2.0,74.0,838.0,47.63,,,,TX-079901-079901110,65178.0
4590,4590,79901,LAMAR CISD,79901111.0,MANFORD WILLIAMS EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,705,A,92,0.738,0.309,506.0,14.0,2.0,260.0,444.0,432.0,2.0,60.0,212.0,40.62,,,,TX-079901-079901111,65178.0
4591,4591,79901,LAMAR CISD,79901112.0,MEYER EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Rural,704,D,69,0.74,0.216,498.0,23.0,2.0,50.0,370.0,852.0,6.0,42.0,86.0,45.26,29.34242,-99.14624,,TX-079901-079901112,65178.0
4592,4592,79901,LAMAR CISD,79901112.0,MEYER EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Suburban,704,D,69,0.74,0.216,498.0,23.0,2.0,50.0,370.0,852.0,6.0,42.0,86.0,45.26,30.0045,-95.43428,,TX-079901-079901112,65178.0
4593,4593,79901,LAMAR CISD,79901114.0,STEPHEN F AUSTIN EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Urban,645,A,90,0.45,0.144,278.0,12.0,4.0,80.0,242.0,430.0,6.0,88.0,454.0,40.04,29.76705,-94.93043,,TX-079901-079901114,65178.0
4594,4594,79901,LAMAR CISD,79901115.0,SUSANNA DICKINSON EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,542,A,94,0.148,0.105,65.0,16.0,2.0,110.0,70.0,224.0,0.0,80.0,608.0,34.91,,,,TX-079901-079901115,65178.0
4595,4595,79901,LAMAR CISD,79901116.0,T L PINK EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,485,D,69,0.934,0.443,442.0,12.0,0.0,0.0,152.0,784.0,2.0,8.0,26.0,37.55,,,,TX-079901-079901116,65178.0
4596,4596,79901,LAMAR CISD,79901117.0,JUAN SEGUIN EARLY CHILDHOOD CENTER,REGION 04: HOUSTON,FORT BEND,Elementary,EE - PK,No,,220,B,87,0.932,0.395,200.0,5.0,2.0,0.0,62.0,352.0,0.0,8.0,16.0,14.04,,,,TX-079901-079901117,65178.0
4597,4597,79901,LAMAR CISD,79901118.0,JACKSON EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Urban,293,B,85,0.915,0.406,261.0,7.0,0.0,0.0,80.0,478.0,0.0,2.0,26.0,26.4,32.41193,-99.75549,,TX-079901-079901118,65178.0
4598,4598,79901,LAMAR CISD,79901118.0,JACKSON EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Rural,293,B,85,0.915,0.406,261.0,7.0,0.0,0.0,80.0,478.0,0.0,2.0,26.0,26.4,32.37533,-95.13337,,TX-079901-079901118,65178.0
4599,4599,79901,LAMAR CISD,79901118.0,JACKSON EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Urban,293,B,85,0.915,0.406,261.0,7.0,0.0,0.0,80.0,478.0,0.0,2.0,26.0,26.4,33.59598,-101.86534,,TX-079901-079901118,65178.0
4600,4600,79901,LAMAR CISD,79901118.0,JACKSON EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Urban,293,B,85,0.915,0.406,261.0,7.0,0.0,0.0,80.0,478.0,0.0,2.0,26.0,26.4,33.596,-101.865,,TX-079901-079901118,65178.0
4601,4601,79901,LAMAR CISD,79901118.0,JACKSON EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Urban,293,B,85,0.915,0.406,261.0,7.0,0.0,0.0,80.0,478.0,0.0,2.0,26.0,26.4,33.01516,-96.75949,,TX-079901-079901118,65178.0
4602,4602,79901,LAMAR CISD,79901119.0,BESS CAMPBELL EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,,454,A,95,0.112,0.086,42.0,9.0,0.0,94.0,68.0,128.0,2.0,42.0,574.0,32.16,,,,TX-079901-079901119,65178.0
4603,4603,79901,LAMAR CISD,79901120.0,FROST EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Rural,1046,B,89,0.326,0.104,297.0,44.0,10.0,126.0,436.0,540.0,6.0,100.0,874.0,55.74,32.08149,-96.81378,,TX-079901-079901120,65178.0
4604,4604,79901,LAMAR CISD,79901120.0,FROST EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Rural,1046,B,89,0.326,0.104,297.0,44.0,10.0,126.0,436.0,540.0,6.0,100.0,874.0,55.74,30.66844,-97.68802,,TX-079901-079901120,65178.0
4605,4605,79901,LAMAR CISD,79901120.0,FROST EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Urban,1046,B,89,0.326,0.104,297.0,44.0,10.0,126.0,436.0,540.0,6.0,100.0,874.0,55.74,29.63709,-95.33655,,TX-079901-079901120,65178.0
4606,4606,79901,LAMAR CISD,79901121.0,IRMA DRU HUTCHISON EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,553,B,84,0.519,0.251,276.0,11.0,2.0,272.0,322.0,308.0,8.0,40.0,156.0,36.16,,,,TX-079901-079901121,65178.0
4607,4607,79901,LAMAR CISD,79901122.0,WILLIAM VELASQUEZ,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Rural,493,C,76,0.572,0.181,270.0,13.0,4.0,50.0,244.0,428.0,4.0,42.0,222.0,34.48,29.5356,-95.6863,,TX-079901-079901122,65178.0
4608,4608,79901,LAMAR CISD,79901123.0,H F MCNEILL EL,REGION 04: HOUSTON,FORT BEND,Elementary,PK - 05,No,,819,A,91,0.468,0.441,333.0,51.0,2.0,346.0,532.0,396.0,2.0,68.0,296.0,47.56,,,,TX-079901-079901123,65178.0
4609,4609,79901,LAMAR CISD,79901125.0,CORA THOMAS EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,601,B,85,0.577,0.248,269.0,78.0,4.0,136.0,374.0,460.0,2.0,50.0,176.0,40.21,,,,TX-079901-079901125,65178.0
4610,4610,79901,LAMAR CISD,79901126.0,JOE HUBENAK EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,1211,A,92,0.371,0.329,405.0,44.0,2.0,480.0,670.0,530.0,4.0,108.0,634.0,64.97,,,,TX-079901-079901126,65178.0
4611,4611,79901,LAMAR CISD,79901127.0,JUDGE JAMES C ADOLPHUS EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,956,A,92,0.276,0.191,238.0,28.0,2.0,264.0,376.0,466.0,6.0,96.0,732.0,53.41,,,,TX-079901-079901127,65178.0
4612,4612,79901,LAMAR CISD,79901133.0,JUVENILE DETENT CTR,REGION 04: HOUSTON,FORT BEND,Elem/Secondary,06 - 12,No,Rural,37,Not Rated,.,0.595,0.027,22.0,0.0,0.0,0.0,42.0,26.0,0.0,2.0,4.0,3.76,31.87819,-100.29253,,TX-079901-079901133,65178.0
4613,4613,79901,LAMAR CISD,79901133.0,JUVENILE DETENT CTR,REGION 04: HOUSTON,FORT BEND,Elem/Secondary,06 - 12,No,Urban,37,Not Rated,.,0.595,0.027,22.0,0.0,0.0,0.0,42.0,26.0,0.0,2.0,4.0,3.76,33.21178,-97.11236,,TX-079901-079901133,65178.0
4614,4614,79901,LAMAR CISD,79901133.0,JUVENILE DETENT CTR,REGION 04: HOUSTON,FORT BEND,Elem/Secondary,06 - 12,No,Suburban,37,Not Rated,.,0.595,0.027,22.0,0.0,0.0,0.0,42.0,26.0,0.0,2.0,4.0,3.76,29.57244,-95.7488,,TX-079901-079901133,65178.0
4615,4615,79901,LAMAR CISD,79901133.0,JUVENILE DETENT CTR,REGION 04: HOUSTON,FORT BEND,Elem/Secondary,06 - 12,No,Urban,37,Not Rated,.,0.595,0.027,22.0,0.0,0.0,0.0,42.0,26.0,0.0,2.0,4.0,3.76,32.50166,-94.73374,,TX-079901-079901133,65178.0
4616,4616,79901,LAMAR CISD,79901133.0,JUVENILE DETENT CTR,REGION 04: HOUSTON,FORT BEND,Elem/Secondary,06 - 12,No,Rural,37,Not Rated,.,0.595,0.027,22.0,0.0,0.0,0.0,42.0,26.0,0.0,2.0,4.0,3.76,31.37278,-94.71792,,TX-079901-079901133,65178.0
4617,4617,79901,LAMAR CISD,79901133.0,JUVENILE DETENT CTR,REGION 04: HOUSTON,FORT BEND,Elem/Secondary,06 - 12,No,Urban,37,Not Rated,.,0.595,0.027,22.0,0.0,0.0,0.0,42.0,26.0,0.0,2.0,4.0,3.76,29.39439,-98.4914,,TX-079901-079901133,65178.0
4618,4618,79901,LAMAR CISD,79901133.0,JUVENILE DETENT CTR,REGION 04: HOUSTON,FORT BEND,Elem/Secondary,06 - 12,No,Suburban,37,Not Rated,.,0.595,0.027,22.0,0.0,0.0,0.0,42.0,26.0,0.0,2.0,4.0,3.76,28.83614,-96.92076,,TX-079901-079901133,65178.0
4619,4619,79901,LAMAR CISD,79901139.0,JOHN ARREDONDO EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,687,B,84,0.533,0.263,347.0,20.0,4.0,160.0,428.0,600.0,2.0,32.0,164.0,42.74,,,,TX-079901-079901139,65178.0
4620,4620,79901,LAMAR CISD,79901140.0,BENTLEY EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,1123,A,91,0.391,0.249,380.0,59.0,10.0,270.0,618.0,558.0,2.0,104.0,708.0,61.2,,,,TX-079901-079901140,65178.0
4621,4621,79901,LAMAR CISD,79901141.0,KATHLEEN JOERGER LINDSEY EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,1122,A,90,0.202,0.226,187.0,40.0,12.0,342.0,376.0,608.0,0.0,70.0,854.0,63.16,,,,TX-079901-079901141,65178.0
4622,4622,79901,LAMAR CISD,79901142.0,DON CARTER EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,912,B,89,0.357,0.194,291.0,35.0,10.0,292.0,468.0,496.0,2.0,102.0,456.0,55.5,,,,TX-079901-079901142,65178.0
4623,4623,79901,LAMAR CISD,79901143.0,THOMAS R CULVER EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,1010,B,82,0.587,0.268,560.0,33.0,2.0,72.0,484.0,1190.0,0.0,44.0,230.0,59.23,,,,TX-079901-079901143,65178.0
4624,4624,79901,LAMAR CISD,79901144.0,TAMARRON EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,1068,B,84,0.455,0.458,410.0,76.0,12.0,232.0,470.0,998.0,0.0,94.0,332.0,50.03,,,,TX-079901-079901144,65178.0
4625,4625,79901,LAMAR CISD,79901146.0,FLETCHER MORGAN EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,720,A,91,0.304,0.086,184.0,35.0,4.0,40.0,178.0,368.0,2.0,78.0,774.0,38.65,,,,TX-079901-079901146,65178.0
4626,4626,79901,LAMAR CISD,79901147.0,PHELAN EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,,644,C,71,0.578,0.242,345.0,27.0,2.0,216.0,496.0,336.0,0.0,52.0,192.0,38.45,,,,TX-079901-079901147,65178.0
4627,4627,79906,NEEDVILLE ISD,79906001.0,NEEDVILLE H S,REGION 04: HOUSTON,FORT BEND,High School,09 - 12,No,Rural,1067,B,87,0.409,0.068,402.0,34.0,4.0,8.0,78.0,1006.0,4.0,28.0,1006.0,78.13,29.37173,-95.80423,,TX-079906-079906001,64608.0
4628,4628,79906,NEEDVILLE ISD,79906041.0,NEEDVILLE MIDDLE,REGION 04: HOUSTON,FORT BEND,Elementary,04 - 06,No,Rural,819,B,89,0.447,0.137,337.0,29.0,8.0,10.0,64.0,808.0,2.0,16.0,730.0,52.52,29.37173,-95.80423,,TX-079906-079906041,64608.0
4629,4629,79906,NEEDVILLE ISD,79906042.0,NEEDVILLE J H,REGION 04: HOUSTON,FORT BEND,Middle School,07 - 08,No,,538,B,88,0.413,0.041,199.0,23.0,2.0,4.0,42.0,516.0,0.0,18.0,494.0,42.27,,,,TX-079906-079906042,64608.0
4630,4630,79906,NEEDVILLE ISD,79906102.0,NEEDVILLE EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 03,No,Rural,1120,A,92,0.496,0.159,517.0,40.0,6.0,8.0,100.0,1108.0,0.0,54.0,982.0,66.93,29.36267,-95.79352,,TX-079906-079906102,64608.0
4631,4631,79907,FORT BEND ISD,79907001.0,DULLES H S,REGION 04: HOUSTON,FORT BEND,High School,09 - 12,No,Urban,2355,B,80,0.451,0.096,924.0,142.0,22.0,1904.0,1072.0,942.0,6.0,152.0,630.0,135.02,29.62049,-95.5838,135507.0,TX-079907-079907001,65212.0
4632,4632,79907,FORT BEND ISD,79907002.0,WILLOWRIDGE H S,REGION 04: HOUSTON,FORT BEND,High School,09 - 12,No,Urban,1313,D,66,0.871,0.245,1071.0,77.0,12.0,8.0,1140.0,1416.0,0.0,34.0,28.0,93.6,29.58961,-95.48157,,TX-079907-079907002,65212.0
4633,4633,79907,FORT BEND ISD,79907004.0,CLEMENTS H S,REGION 04: HOUSTON,FORT BEND,High School,09 - 12,No,Urban,2551,A,93,0.224,0.07,482.0,91.0,8.0,2794.0,382.0,666.0,0.0,224.0,1046.0,136.88,29.57703,-95.63013,237455.0,TX-079907-079907004,65212.0
4634,4634,79907,FORT BEND ISD,79907005.0,KEMPNER H S,REGION 04: HOUSTON,FORT BEND,High School,09 - 12,No,Suburban,1942,C,74,0.615,0.169,1023.0,173.0,12.0,1118.0,710.0,1460.0,2.0,100.0,488.0,104.8,29.64449,-95.64833,,TX-079907-079907005,65212.0
4635,4635,79907,FORT BEND ISD,79907006.0,LAWRENCE E ELKINS H S,REGION 04: HOUSTON,FORT BEND,High School,09 - 12,No,Suburban,2644,B,84,0.305,0.053,689.0,119.0,28.0,2146.0,1496.0,840.0,2.0,168.0,628.0,137.08,29.55088,-95.55774,,TX-079907-079907006,65212.0
4636,4636,79907,FORT BEND ISD,79907007.0,STEPHEN F AUSTIN H S,REGION 04: HOUSTON,FORT BEND,High School,09 - 12,No,Suburban,2267,B,85,0.392,0.108,759.0,134.0,16.0,2166.0,756.0,718.0,10.0,160.0,728.0,118.25,29.63839,-95.67391,,TX-079907-079907007,65212.0
4637,4637,79907,FORT BEND ISD,79907008.0,HIGHTOWER H S,REGION 04: HOUSTON,FORT BEND,High School,09 - 12,No,Rural,2521,D,63,0.666,0.131,1483.0,207.0,18.0,354.0,2954.0,1534.0,4.0,116.0,90.0,145.33,29.5304,-95.5007,105260.0,TX-079907-079907008,65212.0
4638,4638,79907,FORT BEND ISD,79907010.0,FORT BEND CO ALTER,REGION 04: HOUSTON,FORT BEND,High School,07 - 11,No,Urban,26,Not Rated,.,0.692,0.115,,,0.0,0.0,36.0,6.0,0.0,0.0,10.0,,29.62546,-95.63732,95528.0,TX-079907-079907010,65212.0
4639,4639,79907,FORT BEND ISD,79907010.0,FORT BEND CO ALTER,REGION 04: HOUSTON,FORT BEND,High School,07 - 11,No,Suburban,26,Not Rated,.,0.692,0.115,,,0.0,0.0,36.0,6.0,0.0,0.0,10.0,,29.7981,-95.8108,,TX-079907-079907010,65212.0
4640,4640,79907,FORT BEND ISD,79907010.0,FORT BEND CO ALTER,REGION 04: HOUSTON,FORT BEND,High School,07 - 11,No,Suburban,26,Not Rated,.,0.692,0.115,,,0.0,0.0,36.0,6.0,0.0,0.0,10.0,,29.56067,-95.79228,39390.0,TX-079907-079907010,65212.0
4641,4641,79907,FORT BEND ISD,79907010.0,FORT BEND CO ALTER,REGION 04: HOUSTON,FORT BEND,High School,07 - 11,No,Rural,26,Not Rated,.,0.692,0.115,,,0.0,0.0,36.0,6.0,0.0,0.0,10.0,,29.37241,-95.80507,88129.0,TX-079907-079907010,65212.0
4642,4642,79907,FORT BEND ISD,79907011.0,GEORGE BUSH H S,REGION 04: HOUSTON,FORT BEND,High School,09 - 12,No,,2589,D,66,0.699,0.189,1552.0,269.0,16.0,744.0,1996.0,2112.0,12.0,106.0,224.0,135.08,,,,TX-079907-079907011,65212.0
4643,4643,79907,FORT BEND ISD,79907012.0,THURGOOD MARSHALL H S,REGION 04: HOUSTON,FORT BEND,High School,09 - 12,No,,1535,F,56,0.825,0.117,1144.0,127.0,8.0,36.0,1946.0,1012.0,8.0,40.0,34.0,112.03,,,,TX-079907-079907012,65212.0
4644,4644,79907,FORT BEND ISD,79907013.0,WILLIAM B TRAVIS H S,REGION 04: HOUSTON,FORT BEND,High School,09 - 12,No,,3195,B,87,0.39,0.063,1021.0,226.0,26.0,1802.0,1772.0,1256.0,14.0,196.0,1344.0,164.06,,,,TX-079907-079907013,65212.0
4645,4645,79907,FORT BEND ISD,79907016.0,RIDGE POINT H S,REGION 04: HOUSTON,FORT BEND,High School,09 - 12,No,,3163,B,83,0.307,0.078,867.0,109.0,30.0,964.0,1554.0,1720.0,4.0,272.0,1796.0,160.95,,,,TX-079907-079907016,65212.0
4646,4646,79907,FORT BEND ISD,79907038.0,FERNDELL HENRY CENTER FOR LEARNING,REGION 04: HOUSTON,FORT BEND,Elem/Secondary,06 - 12,No,,188,Not Rated,.,0.793,0.165,139.0,10.0,6.0,32.0,166.0,128.0,2.0,12.0,30.0,25.51,,,,TX-079907-079907038,65212.0
4647,4647,79907,FORT BEND ISD,79907041.0,DULLES MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,Urban,1357,A,91,0.56,0.191,676.0,84.0,6.0,726.0,740.0,700.0,10.0,116.0,420.0,76.83,29.62049,-95.5838,135507.0,TX-079907-079907041,65212.0
4648,4648,79907,FORT BEND ISD,79907042.0,MISSOURI CITY MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,Suburban,963,D,65,0.88,0.218,771.0,76.0,6.0,22.0,1140.0,676.0,6.0,54.0,22.0,64.65,29.6176,-95.53913,,TX-079907-079907042,65212.0
4649,4649,79907,FORT BEND ISD,79907043.0,SUGAR LAND MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,Urban,1050,B,82,0.65,0.289,608.0,74.0,6.0,598.0,314.0,790.0,6.0,80.0,306.0,60.86,29.6288,-95.63082,,TX-079907-079907043,65212.0
4650,4650,79907,FORT BEND ISD,79907044.0,QUAIL VALLEY MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,Suburban,1043,A,91,0.453,0.074,406.0,66.0,6.0,712.0,646.0,424.0,0.0,78.0,220.0,61.8,29.57636,-95.56388,,TX-079907-079907044,65212.0
4651,4651,79907,FORT BEND ISD,79907045.0,FIRST COLONY MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,Urban,1232,A,92,0.301,0.163,317.0,54.0,14.0,1076.0,378.0,390.0,10.0,142.0,458.0,72.11,29.57474,-95.60529,100909.0,TX-079907-079907045,65212.0
4652,4652,79907,FORT BEND ISD,79907046.0,CHRISTA MCAULIFFE MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,Urban,835,F,53,0.941,0.357,745.0,41.0,2.0,8.0,760.0,846.0,2.0,36.0,16.0,49.54,29.58289,-95.47267,121771.0,TX-079907-079907046,65212.0
4653,4653,79907,FORT BEND ISD,79907047.0,HODGES BEND MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,Suburban,849,B,81,0.808,0.385,627.0,59.0,6.0,206.0,478.0,868.0,2.0,60.0,78.0,60.21,29.6778,-95.67378,,TX-079907-079907047,65212.0
4654,4654,79907,FORT BEND ISD,79907048.0,LAKE OLYMPIA MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,Suburban,1170,F,55,0.714,0.238,744.0,91.0,14.0,128.0,1290.0,780.0,2.0,82.0,44.0,70.95,29.5561,-95.55367,,TX-079907-079907048,65212.0
4655,4655,79907,FORT BEND ISD,79907049.0,MACARIO GARCIA MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,Suburban,1376,A,91,0.428,0.251,506.0,83.0,18.0,1380.0,518.0,444.0,4.0,70.0,318.0,76.1,29.63346,-95.67729,103750.0,TX-079907-079907049,65212.0
4656,4656,79907,FORT BEND ISD,79907050.0,SARTARTIA MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,,1439,A,94,0.236,0.158,291.0,50.0,16.0,1664.0,220.0,308.0,10.0,148.0,514.0,73.14,,,,TX-079907-079907050,65212.0
4657,4657,79907,FORT BEND ISD,79907051.0,FORT SETTLEMENT MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,,1498,A,96,0.123,0.107,160.0,25.0,18.0,1894.0,192.0,242.0,2.0,130.0,518.0,71.53,,,,TX-079907-079907051,65212.0
4658,4658,79907,FORT BEND ISD,79907052.0,BILLY BAINES MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,,1295,B,83,0.367,0.191,417.0,58.0,10.0,618.0,598.0,720.0,4.0,102.0,540.0,71.79,,,,TX-079907-079907052,65212.0
4659,4659,79907,FORT BEND ISD,79907053.0,DAVID CROCKETT MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,,1119,B,86,0.704,0.285,692.0,96.0,24.0,308.0,926.0,794.0,2.0,56.0,128.0,67.2,,,,TX-079907-079907053,65212.0
4660,4660,79907,FORT BEND ISD,79907054.0,JAMES BOWIE MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,,1639,A,91,0.409,0.118,567.0,104.0,6.0,620.0,952.0,740.0,10.0,138.0,812.0,87.98,,,,TX-079907-079907054,65212.0
4661,4661,79907,FORT BEND ISD,79907055.0,RONALD THORNTON MIDDLE,REGION 04: HOUSTON,FORT BEND,Middle School,06 - 08,No,,1528,B,81,0.406,0.114,555.0,66.0,10.0,264.0,1038.0,810.0,10.0,168.0,758.0,77.32,,,,TX-079907-079907055,65212.0
4662,4662,79907,FORT BEND ISD,79907101.0,E A JONES EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Suburban,478,C,71,0.866,0.395,377.0,37.0,6.0,22.0,414.0,498.0,2.0,10.0,6.0,42.05,29.61484,-95.53841,,TX-079907-079907101,65212.0
4663,4663,79907,FORT BEND ISD,79907102.0,LAKEVIEW EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Urban,303,B,82,0.518,0.254,144.0,13.0,6.0,180.0,112.0,160.0,0.0,30.0,124.0,25.0,29.62544,-95.62857,,TX-079907-079907102,65212.0
4664,4664,79907,FORT BEND ISD,79907102.0,LAKEVIEW EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Rural,303,B,82,0.518,0.254,144.0,13.0,6.0,180.0,112.0,160.0,0.0,30.0,124.0,25.0,33.1842,-96.9089,,TX-079907-079907102,65212.0
4665,4665,79907,FORT BEND ISD,79907102.0,LAKEVIEW EL,REGION 04: HOUSTON,FORT BEND,Elementary,EE - 05,No,Rural,303,B,82,0.518,0.254,144.0,13.0,6.0,180.0,112.0,160.0,0.0,30.0,124.0,25.0,32.33662,-96.14477,,TX-079907-079907102,65212.0
4666,4666,79907,FORT BEND ISD,79907108.0,BLUE RIDGE EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Rural,263,D,64,0.886,0.08,218.0,15.0,6.0,2.0,338.0,154.0,2.0,14.0,10.0,25.13,33.30392,-96.40427,,TX-079907-079907108,65212.0
4667,4667,79907,FORT BEND ISD,79907108.0,BLUE RIDGE EL,REGION 04: HOUSTON,FORT BEND,Elementary,KG - 05,No,Rural,263,D,64,0.886,0.08,218.0,15.0,6.0,2.0,338.0,154.0,2.0,14.0,10.0,25.13,29.58059,-95.48017,,TX-079907-079907108,65212.0
4668,4668,79907,FORT BEND ISD,79907109.0,RIDGEMONT EL,REGION 04: HOUSTON,FORT BEND,Elementary,01 - 05,No,Urban,332,C,71,0.955,0.521,293.0,24.0,4.0,0.0,192.0,444.0,0.0,4.0,20.0,28.34,29.58786,-95.4598,,TX-079907-079907109,65212.0
