,DISTRICT_NUMBER,DISTRICT,CAMPUS_NUMBER,CAMPUS,REGION,COUNTY,SCHOOL_TYPE,GRADES_SERVED,CHARTER,URBANICITY,NUMBER_OF_STUDENTS,OVERALL_RATING,OVERALL_SCORE,%_ECONOMICALLY_DISADVANTAGED,%_EB/EL_STUDENTS,FREE_LUNCH_QUALIFIED_COUNT,REDUCED-PRICE_LUNCH_QUALIFIED_COUNT,RACE_AMERICAN_INDIAN_OR_ALASKA_NATIVE,RACE_ASIAN,RACE_BLACK_OR_AFRICAN_AMERICAN,RACE_HISPANIC/LATINO,RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,RACE_TWO_OR_MORE_RACES,RACE_WHITE,TEACHERS_COUNT,LAT,LONG,MEDIAN_HOUSEHOLD_INCOME_AREA,ST_SCHID
11553,227901,AUSTIN ISD,227901121.0,LEE EL,REGION 13: AUSTIN,TRAVIS,Elementary,KG - 06,No,Urban,458,B,89,0.216,0.079,88.0,11.0,4.0,68.0,22.0,168.0,4.0,50.0,600.0,31.4,31.85116,-106.42469,,TX-227901-227901121
11554,227901,AUSTIN ISD,227901121.0,LEE EL,REGION 13: AUSTIN,TRAVIS,Elementary,KG - 06,No,Urban,458,B,89,0.216,0.079,88.0,11.0,4.0,68.0,22.0,168.0,4.0,50.0,600.0,31.4,32.85392,-96.96678,,TX-227901-227901121
11555,227901,AUSTIN ISD,227901121.0,LEE EL,REGION 13: AUSTIN,TRAVIS,Elementary,KG - 06,No,Urban,458,B,89,0.216,0.079,88.0,11.0,4.0,68.0,22.0,168.0,4.0,50.0,600.0,31.4,29.90538,-93.91014,,TX-227901-227901121
11556,227901,AUSTIN ISD,227901122.0,MAPLEWOOD EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Urban,402,B,84,0.289,0.07,99.0,17.0,0.0,18.0,60.0,254.0,0.0,70.0,402.0,28.04,30.29247,-97.7146,,TX-227901-227901122
11557,227901,AUSTIN ISD,227901123.0,MATHEWS EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 06,No,Urban,344,A,91,0.32,0.134,89.0,21.0,4.0,40.0,48.0,246.0,0.0,48.0,304.0,20.21,30.2781,-97.76081,,TX-227901-227901123
11558,227901,AUSTIN ISD,227901123.0,MATHEWS EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 06,No,Urban,344,A,91,0.32,0.134,89.0,21.0,4.0,40.0,48.0,246.0,0.0,48.0,304.0,20.21,33.07863,-96.75521,,TX-227901-227901123
11559,227901,AUSTIN ISD,227901125.0,OAK SPRINGS EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,233,F,54,0.966,0.142,222.0,3.0,4.0,2.0,162.0,280.0,0.0,2.0,16.0,10.34,30.27149,-97.70548,,TX-227901-227901125
11560,227901,AUSTIN ISD,227901126.0,ORTEGA EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Urban,273,C,79,0.905,0.381,238.0,9.0,2.0,8.0,76.0,428.0,0.0,4.0,30.0,17.83,30.27021,-97.6849,,TX-227901-227901126
11561,227901,AUSTIN ISD,227901127.0,SANCHEZ EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 06,No,Urban,487,F,48,0.819,0.669,394.0,5.0,0.0,38.0,20.0,868.0,0.0,8.0,44.0,27.29,30.25831,-97.73566,,TX-227901-227901127
11562,227901,AUSTIN ISD,227901127.0,SANCHEZ EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 06,No,Urban,487,F,48,0.819,0.669,394.0,5.0,0.0,38.0,20.0,868.0,0.0,8.0,44.0,27.29,29.70218,-95.28656,,TX-227901-227901127
11563,227901,AUSTIN ISD,227901129.0,PECAN SPRINGS EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,292,F,55,0.966,0.411,272.0,10.0,0.0,6.0,156.0,372.0,0.0,18.0,32.0,18.0,30.30301,-97.67748,,TX-227901-227901129
11564,227901,AUSTIN ISD,227901130.0,PLEASANT HILL EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,374,B,87,0.92,0.492,336.0,8.0,2.0,14.0,56.0,620.0,0.0,12.0,44.0,29.0,30.19544,-97.77729,,TX-227901-227901130
11565,227901,AUSTIN ISD,227901132.0,REILLY EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Urban,342,C,75,0.363,0.374,114.0,10.0,2.0,34.0,10.0,390.0,2.0,50.0,200.0,20.0,30.32815,-97.71887,,TX-227901-227901132
11566,227901,AUSTIN ISD,227901133.0,RIDGETOP EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Urban,367,B,88,0.191,0.136,60.0,10.0,2.0,22.0,16.0,350.0,0.0,50.0,294.0,24.0,30.3121,-97.71667,,TX-227901-227901133
11567,227901,AUSTIN ISD,227901136.0,ST ELMO EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Urban,302,C,76,0.805,0.613,237.0,6.0,0.0,22.0,26.0,444.0,0.0,18.0,94.0,24.0,30.2213,-97.77296,,TX-227901-227901136
11568,227901,AUSTIN ISD,227901138.0,SUMMITT EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,759,A,90,0.325,0.31,221.0,26.0,0.0,390.0,68.0,340.0,2.0,146.0,574.0,50.0,30.41844,-97.72024,,TX-227901-227901138
11569,227901,AUSTIN ISD,227901140.0,TRAVIS HTS EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Urban,505,A,90,0.665,0.414,330.0,6.0,4.0,166.0,58.0,426.0,2.0,58.0,306.0,33.0,30.24146,-97.74575,,TX-227901-227901140
11570,227901,AUSTIN ISD,227901141.0,WALNUT CREEK EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Urban,544,F,50,0.93,0.844,489.0,17.0,0.0,94.0,28.0,894.0,2.0,4.0,68.0,28.0,30.38144,-97.68576,,TX-227901-227901141
11571,227901,AUSTIN ISD,227901141.0,WALNUT CREEK EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Suburban,544,F,50,0.93,0.844,489.0,17.0,0.0,94.0,28.0,894.0,2.0,4.0,68.0,28.0,32.91082,-97.54342,,TX-227901-227901141
11572,227901,AUSTIN ISD,227901143.0,PATTON EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,791,B,86,0.32,0.162,237.0,16.0,10.0,198.0,64.0,496.0,4.0,98.0,726.0,46.34,30.23147,-97.84562,,TX-227901-227901143
11573,227901,AUSTIN ISD,227901144.0,WOOTEN EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,347,F,55,0.937,0.715,315.0,10.0,0.0,6.0,38.0,586.0,0.0,10.0,54.0,25.09,30.35312,-97.71923,,TX-227901-227901144
11574,227901,AUSTIN ISD,227901145.0,ZAVALA EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Urban,257,D,60,0.875,0.265,218.0,7.0,0.0,4.0,106.0,356.0,0.0,12.0,40.0,21.7,30.25838,-97.7198,,TX-227901-227901145
11575,227901,AUSTIN ISD,227901145.0,ZAVALA EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Urban,257,D,60,0.875,0.265,218.0,7.0,0.0,4.0,106.0,356.0,0.0,12.0,40.0,21.7,27.78016,-97.42466,,TX-227901-227901145
11576,227901,AUSTIN ISD,227901145.0,ZAVALA EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Urban,257,D,60,0.875,0.265,218.0,7.0,0.0,4.0,106.0,356.0,0.0,12.0,40.0,21.7,31.77211,-106.44667,,TX-227901-227901145
11577,227901,AUSTIN ISD,227901145.0,ZAVALA EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Suburban,257,D,60,0.875,0.265,218.0,7.0,0.0,4.0,106.0,356.0,0.0,12.0,40.0,21.7,32.68812,-97.00711,,TX-227901-227901145
11578,227901,AUSTIN ISD,227901145.0,ZAVALA EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Urban,257,D,60,0.875,0.265,218.0,7.0,0.0,4.0,106.0,356.0,0.0,12.0,40.0,21.7,26.20334,-97.69801,,TX-227901-227901145
11579,227901,AUSTIN ISD,227901146.0,ZILKER EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,487,A,92,0.244,0.043,107.0,12.0,8.0,32.0,30.0,236.0,2.0,66.0,602.0,29.0,30.2532,-97.77344,,TX-227901-227901146
11580,227901,AUSTIN ISD,227901147.0,MENCHACA EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Suburban,754,D,69,0.476,0.202,339.0,20.0,8.0,22.0,80.0,930.0,4.0,74.0,398.0,42.0,30.1353,-97.8524,,TX-227901-227901147
11581,227901,AUSTIN ISD,227901148.0,OAK HILL EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Rural,662,C,79,0.485,0.39,305.0,16.0,0.0,54.0,30.0,668.0,2.0,72.0,500.0,38.0,30.23692,-97.85959,,TX-227901-227901148
11582,227901,AUSTIN ISD,227901149.0,BARRINGTON EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Urban,344,D,68,0.953,0.753,323.0,6.0,2.0,22.0,46.0,590.0,0.0,4.0,26.0,29.0,30.36039,-97.69624,,TX-227901-227901149
11583,227901,AUSTIN ISD,227901150.0,NORMAN-SIMS EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,,278,F,59,0.957,0.299,264.0,2.0,2.0,24.0,228.0,282.0,0.0,8.0,12.0,14.0,,,,TX-227901-227901150
11584,227901,AUSTIN ISD,227901151.0,PILLOW EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,386,F,59,0.756,0.497,274.0,18.0,4.0,44.0,102.0,480.0,2.0,24.0,116.0,19.0,30.36949,-97.73291,,TX-227901-227901151
11585,227901,AUSTIN ISD,227901152.0,WOOLDRIDGE EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,455,F,46,0.877,0.765,392.0,7.0,0.0,14.0,68.0,790.0,2.0,6.0,32.0,24.44,30.36454,-97.71025,,TX-227901-227901152
11586,227901,AUSTIN ISD,227901154.0,DOSS EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Urban,860,A,90,0.183,0.135,143.0,14.0,2.0,202.0,40.0,342.0,0.0,136.0,998.0,53.0,30.35628,-97.76382,,TX-227901-227901154
11587,227901,AUSTIN ISD,227901154.0,DOSS EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Rural,860,A,90,0.183,0.135,143.0,14.0,2.0,202.0,40.0,342.0,0.0,136.0,998.0,53.0,30.4818,-99.1692,,TX-227901-227901154
11588,227901,AUSTIN ISD,227901155.0,HILL EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,839,A,93,0.153,0.085,118.0,10.0,0.0,112.0,66.0,362.0,0.0,124.0,1020.0,52.0,32.71389,-97.14109,,TX-227901-227901155
11589,227901,AUSTIN ISD,227901155.0,HILL EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,839,A,93,0.153,0.085,118.0,10.0,0.0,112.0,66.0,362.0,0.0,124.0,1020.0,52.0,30.3772,-97.74904,,TX-227901-227901155
11590,227901,AUSTIN ISD,227901156.0,ODOM EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,341,F,52,0.853,0.513,283.0,8.0,0.0,10.0,10.0,632.0,0.0,4.0,28.0,22.0,30.20541,-97.78947,,TX-227901-227901156
11591,227901,AUSTIN ISD,227901157.0,WINN MONTESSORI,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,,264,F,45,0.67,0.436,174.0,3.0,0.0,14.0,110.0,316.0,2.0,24.0,68.0,16.66,,,,TX-227901-227901157
11592,227901,AUSTIN ISD,227901158.0,SUNSET VALLEY EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Suburban,448,A,91,0.306,0.286,134.0,3.0,0.0,12.0,20.0,500.0,0.0,30.0,334.0,27.59,30.22701,-97.80647,,TX-227901-227901158
11593,227901,AUSTIN ISD,227901159.0,GRAHAM EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,474,D,65,0.806,0.627,374.0,8.0,0.0,10.0,78.0,798.0,0.0,18.0,46.0,27.26,30.37194,-97.67171,,TX-227901-227901159
11594,227901,AUSTIN ISD,227901160.0,LINDER EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Urban,557,F,57,0.935,0.618,511.0,10.0,0.0,52.0,122.0,874.0,2.0,18.0,46.0,37.18,30.22581,-97.73624,,TX-227901-227901160
11595,227901,AUSTIN ISD,227901161.0,COOK EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Urban,446,D,67,0.939,0.762,412.0,7.0,4.0,6.0,30.0,794.0,0.0,16.0,42.0,31.0,30.37771,-97.70393,,TX-227901-227901161
11596,227901,AUSTIN ISD,227901162.0,HOUSTON EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Urban,527,F,50,0.92,0.575,473.0,12.0,0.0,4.0,54.0,962.0,0.0,10.0,24.0,40.77,30.19941,-97.75481,,TX-227901-227901162
11597,227901,AUSTIN ISD,227901162.0,HOUSTON EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Rural,527,F,50,0.92,0.575,473.0,12.0,0.0,4.0,54.0,962.0,0.0,10.0,24.0,40.77,30.31564,-95.4616,,TX-227901-227901162
11598,227901,AUSTIN ISD,227901162.0,HOUSTON EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Urban,527,F,50,0.92,0.575,473.0,12.0,0.0,4.0,54.0,962.0,0.0,10.0,24.0,40.77,27.75285,-97.40784,,TX-227901-227901162
11599,227901,AUSTIN ISD,227901162.0,HOUSTON EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Urban,527,F,50,0.92,0.575,473.0,12.0,0.0,4.0,54.0,962.0,0.0,10.0,24.0,40.77,33.75201,-96.5512,,TX-227901-227901162
11600,227901,AUSTIN ISD,227901162.0,HOUSTON EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Urban,527,F,50,0.92,0.575,473.0,12.0,0.0,4.0,54.0,962.0,0.0,10.0,24.0,40.77,33.17524,-97.11653,,TX-227901-227901162
11601,227901,AUSTIN ISD,227901162.0,HOUSTON EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Urban,527,F,50,0.92,0.575,473.0,12.0,0.0,4.0,54.0,962.0,0.0,10.0,24.0,40.77,31.78571,-106.46294,,TX-227901-227901162
11602,227901,AUSTIN ISD,227901162.0,HOUSTON EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Rural,527,F,50,0.92,0.575,473.0,12.0,0.0,4.0,54.0,962.0,0.0,10.0,24.0,40.77,32.30896,-96.62839,,TX-227901-227901162
11603,227901,AUSTIN ISD,227901162.0,HOUSTON EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Urban,527,F,50,0.92,0.575,473.0,12.0,0.0,4.0,54.0,962.0,0.0,10.0,24.0,40.77,26.17776,-97.69194,,TX-227901-227901162
11604,227901,AUSTIN ISD,227901162.0,HOUSTON EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Rural,527,F,50,0.92,0.575,473.0,12.0,0.0,4.0,54.0,962.0,0.0,10.0,24.0,40.77,32.6247,-96.80307,,TX-227901-227901162
11605,227901,AUSTIN ISD,227901162.0,HOUSTON EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Rural,527,F,50,0.92,0.575,473.0,12.0,0.0,4.0,54.0,962.0,0.0,10.0,24.0,40.77,32.79888,-98.11469,,TX-227901-227901162
11606,227901,AUSTIN ISD,227901162.0,HOUSTON EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Urban,527,F,50,0.92,0.575,473.0,12.0,0.0,4.0,54.0,962.0,0.0,10.0,24.0,40.77,29.91655,-93.94163,,TX-227901-227901162
11607,227901,AUSTIN ISD,227901162.0,HOUSTON EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 06,No,Urban,527,F,50,0.92,0.575,473.0,12.0,0.0,4.0,54.0,962.0,0.0,10.0,24.0,40.77,33.88855,-98.53181,,TX-227901-227901162
11608,227901,AUSTIN ISD,227901163.0,HART EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Urban,531,C,77,0.934,0.789,483.0,13.0,2.0,16.0,68.0,932.0,0.0,16.0,28.0,30.29,30.34286,-97.68979,,TX-227901-227901163
11609,227901,AUSTIN ISD,227901163.0,HART EL,REGION 13: AUSTIN,TRAVIS,Elementary,PK - 05,No,Urban,531,C,77,0.934,0.789,483.0,13.0,2.0,16.0,68.0,932.0,0.0,16.0,28.0,30.29,31.75209,-106.47383,,TX-227901-227901163
11610,227901,AUSTIN ISD,227901164.0,PICKLE EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,326,D,69,0.963,0.84,304.0,10.0,0.0,2.0,30.0,600.0,6.0,6.0,8.0,20.0,30.3337,-97.69337,,TX-227901-227901164
11611,227901,AUSTIN ISD,227901165.0,MCBEE EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,344,D,65,0.968,0.808,324.0,9.0,0.0,0.0,16.0,648.0,0.0,4.0,20.0,23.88,30.38497,-97.69262,,TX-227901-227901165
11612,227901,AUSTIN ISD,227901166.0,WILLIAMS EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Urban,386,B,81,0.744,0.319,284.0,3.0,0.0,22.0,32.0,614.0,4.0,26.0,74.0,30.12,30.18082,-97.792,,TX-227901-227901166
11613,227901,AUSTIN ISD,227901166.0,WILLIAMS EL,REGION 13: AUSTIN,TRAVIS,Elementary,EE - 05,No,Suburban,386,B,81,0.744,0.319,284.0,3.0,0.0,22.0,32.0,614.0,4.0,26.0,74.0,30.12,32.89699,-96.65546,,TX-227901-227901166
