DISTRICT_NUMBER,DISTRICT,CAMPUS_NUMBER,CAMPUS,REGION,COUNTY,SCHOOL_TYPE,GRADES_SERVED,CHARTER,URBANICITY,NUMBER_OF_STUDENTS,OVERALL_RATING,OVERALL_SCORE,%_ECONOMICALLY_DISADVANTAGED,%_EB/EL_STUDENTS,FREE_LUNCH_QUALIFIED_COUNT,REDUCED-PRICE_LUNCH_QUALIFIED_COUNT,RACE_AMERICAN_INDIAN_OR_ALASKA_NATIVE,RACE_ASIAN,RACE_BLACK_OR_AFRICAN_AMERICAN,RACE_HISPANIC/LATINO,RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,RACE_TWO_OR_MORE_RACES,RACE_WHITE,TEACHERS_COUNT,LAT,LONG,MEDIAN_HOUSEHOLD_INCOME_AREA
186903,IRAAN-SHEFFIELD COLLEGIATE ISD,186903101.0,IRAAN EL,REGION 18: MIDLAND,PECOS,Elementary,EE - 05,No,Rural,158,C,76,0.633,0.133,95.0,5.0,0.0,4.0,4.0,216.0,0.0,0.0,92.0,11.96,30.9006,-102.0588,
187901,BIG SANDY ISD,187901001.0,BIG SANDY SCHOOL,REGION 06: HUNTSVILLE,POLK,Elem/Secondary,PK - 12,No,Rural,510,A,90,0.627,0.002,296.0,24.0,202.0,2.0,14.0,84.0,2.0,46.0,674.0,41.34,30.6281,-94.6321,
187903,GOODRICH ISD,187903001.0,GOODRICH H S,REGION 06: HUNTSVILLE,POLK,High School,09 - 12,No,Rural,74,B,84,0.865,0.149,52.0,12.0,0.0,0.0,30.0,62.0,0.0,2.0,54.0,8.83,30.5962,-94.9323,
187903,GOODRICH ISD,187903041.0,GOODRICH MIDDLE,REGION 06: HUNTSVILLE,POLK,Middle School,06 - 08,No,,48,B,80,0.792,0.292,29.0,9.0,0.0,0.0,14.0,52.0,0.0,2.0,28.0,4.2,,,
187903,GOODRICH ISD,187903101.0,GOODRICH EL,REGION 06: HUNTSVILLE,POLK,Elementary,PK - 05,No,Rural,140,B,84,0.85,0.2,106.0,13.0,2.0,2.0,28.0,120.0,0.0,22.0,106.0,8.38,30.5962,-94.9323,
187904,CORRIGAN-CAMDEN ISD,187904001.0,CORRIGAN-CAMDEN H S,REGION 06: HUNTSVILLE,POLK,High School,09 - 12,No,Rural,240,C,72,0.604,0.042,140.0,5.0,0.0,2.0,114.0,194.0,0.0,18.0,152.0,26.48,30.99336,-94.82698,
187904,CORRIGAN-CAMDEN ISD,187904041.0,CORRIGAN-CAMDEN J H,REGION 06: HUNTSVILLE,POLK,Middle School,06 - 08,No,Rural,195,B,84,0.687,0.144,130.0,4.0,2.0,4.0,84.0,156.0,0.0,22.0,122.0,15.6,30.99336,-94.82698,
187904,CORRIGAN-CAMDEN ISD,187904103.0,CORRIGAN-CAMDEN EL,REGION 06: HUNTSVILLE,POLK,Elementary,EE - 05,No,Rural,400,C,74,0.738,0.1,280.0,15.0,0.0,8.0,108.0,316.0,2.0,66.0,302.0,27.57,30.99336,-94.82698,
187906,LEGGETT ISD,187906001.0,LEGGETT H S,REGION 06: HUNTSVILLE,POLK,High School,07 - 12,No,Rural,80,C,79,0.863,0.038,69.0,0.0,0.0,0.0,20.0,48.0,0.0,2.0,90.0,6.59,30.8177,-94.8702,
187906,LEGGETT ISD,187906101.0,LEGGETT EL,REGION 06: HUNTSVILLE,POLK,Elementary,PK - 06,No,Rural,141,F,59,0.809,0.021,116.0,0.0,0.0,0.0,22.0,44.0,0.0,12.0,208.0,7.86,30.8177,-94.8702,
187907,LIVINGSTON ISD,187907002.0,LIVINGSTON H S,REGION 06: HUNTSVILLE,POLK,High School,09 - 12,No,Rural,1127,D,68,0.515,0.084,571.0,9.0,2.0,20.0,236.0,614.0,0.0,82.0,1302.0,67.59,30.71147,-94.9302,
187907,LIVINGSTON ISD,187907004.0,LIVINGSTON H S ACADEMY,REGION 06: HUNTSVILLE,POLK,High School,09 - 12,No,,15,C,71,0.733,0.133,11.0,0.0,0.0,0.0,4.0,10.0,0.0,2.0,14.0,2.87,,,
187907,LIVINGSTON ISD,187907041.0,LIVINGSTON J H,REGION 06: HUNTSVILLE,POLK,Middle School,06 - 08,No,Rural,892,C,76,0.623,0.121,551.0,6.0,2.0,8.0,158.0,500.0,2.0,58.0,1058.0,62.66,30.7302,-94.9379,
187907,LIVINGSTON ISD,187907102.0,TIMBER CREEK EL,REGION 06: HUNTSVILLE,POLK,Elementary,01 - 05,No,Suburban,520,B,80,0.748,0.073,385.0,4.0,2.0,2.0,90.0,284.0,0.0,56.0,610.0,29.21,33.0434,-97.05752,
187907,LIVINGSTON ISD,187907103.0,PINE RIDGE PRI,REGION 06: HUNTSVILLE,POLK,Elementary,EE - KG,No,,471,B,80,0.807,0.079,372.0,9.0,4.0,6.0,72.0,274.0,0.0,68.0,526.0,26.28,,,
187907,LIVINGSTON ISD,187907104.0,CEDAR GROVE EL,REGION 06: HUNTSVILLE,POLK,Elementary,01 - 05,No,Urban,513,B,80,0.673,0.051,337.0,8.0,2.0,2.0,78.0,290.0,0.0,38.0,616.0,28.71,31.74089,-106.38872,
187907,LIVINGSTON ISD,187907106.0,CREEKSIDE EL,REGION 06: HUNTSVILLE,POLK,Elementary,01 - 05,No,Suburban,515,C,74,0.765,0.235,386.0,8.0,4.0,10.0,80.0,324.0,2.0,74.0,536.0,29.18,33.01317,-97.00491,
187910,ONALASKA ISD,187910001.0,ONALASKA JR/SR HIGH,REGION 06: HUNTSVILLE,POLK,High School,07 - 12,No,Rural,527,B,83,0.581,0.021,292.0,14.0,4.0,16.0,28.0,118.0,0.0,32.0,856.0,41.2,30.8263,-95.1157,
187910,ONALASKA ISD,187910101.0,ONALASKA EL,REGION 06: HUNTSVILLE,POLK,Elementary,EE - 06,No,,710,C,78,0.707,0.018,479.0,23.0,2.0,20.0,40.0,186.0,0.0,80.0,1096.0,46.47,,,
188901,AMARILLO ISD,188901001.0,AMARILLO H S,REGION 16: AMARILLO,POTTER,High School,09 - 12,No,Urban,2170,B,82,0.339,0.017,609.0,127.0,18.0,136.0,236.0,952.0,10.0,124.0,2864.0,126.88,35.16576,-101.90623,
188901,AMARILLO ISD,188901002.0,CAPROCK H S,REGION 16: AMARILLO,POTTER,High School,09 - 12,No,Urban,2090,C,79,0.764,0.129,1344.0,252.0,28.0,88.0,212.0,2922.0,0.0,82.0,848.0,132.91,35.17854,-101.80352,
188901,AMARILLO ISD,188901003.0,AMARILLO AREA CTR FOR ADVANCED LRN,REGION 16: AMARILLO,POTTER,High School,11 - 12,No,Urban,2,Not Rated,.,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,42.0,35.22596,-101.88165,
188901,AMARILLO ISD,188901004.0,PALO DURO H S,REGION 16: AMARILLO,POTTER,High School,09 - 12,No,Urban,1923,C,77,0.845,0.266,1468.0,156.0,14.0,412.0,678.0,2186.0,12.0,102.0,442.0,126.11,35.22828,-101.82505,
188901,AMARILLO ISD,188901005.0,TASCOSA H S,REGION 16: AMARILLO,POTTER,High School,09 - 12,No,Urban,2187,C,76,0.567,0.056,1083.0,156.0,26.0,148.0,544.0,1518.0,4.0,180.0,1954.0,132.81,35.19484,-101.88112,
188901,AMARILLO ISD,188901041.0,AUSTIN MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,676,B,83,0.633,0.078,355.0,73.0,10.0,66.0,116.0,488.0,4.0,54.0,616.0,44.8,35.18631,-101.85945,
188901,AMARILLO ISD,188901041.0,AUSTIN MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,676,B,83,0.633,0.078,355.0,73.0,10.0,66.0,116.0,488.0,4.0,54.0,616.0,44.8,30.10105,-94.13727,
188901,AMARILLO ISD,188901041.0,AUSTIN MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,676,B,83,0.633,0.078,355.0,73.0,10.0,66.0,116.0,488.0,4.0,54.0,616.0,44.8,29.29719,-94.78121,
188901,AMARILLO ISD,188901041.0,AUSTIN MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,676,B,83,0.633,0.078,355.0,73.0,10.0,66.0,116.0,488.0,4.0,54.0,616.0,44.8,32.82222,-96.93658,
188901,AMARILLO ISD,188901042.0,BOWIE MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,748,B,80,0.874,0.283,587.0,67.0,10.0,14.0,50.0,1220.0,0.0,20.0,182.0,50.28,35.19667,-101.80367,
188901,AMARILLO ISD,188901042.0,BOWIE MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,748,B,80,0.874,0.283,587.0,67.0,10.0,14.0,50.0,1220.0,0.0,20.0,182.0,50.28,32.80854,-96.94026,
188901,AMARILLO ISD,188901043.0,CROCKETT MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,874,B,83,0.436,0.032,310.0,71.0,4.0,36.0,64.0,480.0,2.0,68.0,1094.0,48.36,35.17834,-101.89091,
188901,AMARILLO ISD,188901043.0,CROCKETT MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,874,B,83,0.436,0.032,310.0,71.0,4.0,36.0,64.0,480.0,2.0,68.0,1094.0,48.36,32.83442,-96.97722,
188901,AMARILLO ISD,188901043.0,CROCKETT MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Rural,874,B,83,0.436,0.032,310.0,71.0,4.0,36.0,64.0,480.0,2.0,68.0,1094.0,48.36,33.65569,-95.52585,
188901,AMARILLO ISD,188901044.0,FANNIN MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,657,F,57,0.788,0.117,441.0,77.0,4.0,50.0,112.0,658.0,0.0,36.0,454.0,44.67,35.16116,-101.86294,
188901,AMARILLO ISD,188901045.0,HOUSTON MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,656,C,78,0.88,0.146,509.0,68.0,4.0,78.0,248.0,582.0,6.0,48.0,346.0,50.62,35.2084,-101.88286,
188901,AMARILLO ISD,188901045.0,HOUSTON MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,656,C,78,0.88,0.146,509.0,68.0,4.0,78.0,248.0,582.0,6.0,48.0,346.0,50.62,32.85997,-96.98757,
188901,AMARILLO ISD,188901046.0,MANN MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,458,C,79,0.924,0.347,396.0,27.0,0.0,30.0,194.0,566.0,0.0,18.0,108.0,31.59,32.4798,-99.76393,
188901,AMARILLO ISD,188901046.0,MANN MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,458,C,79,0.924,0.347,396.0,27.0,0.0,30.0,194.0,566.0,0.0,18.0,108.0,31.59,35.21845,-101.82953,
188901,AMARILLO ISD,188901047.0,TRAVIS MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,629,B,87,0.921,0.436,533.0,46.0,2.0,184.0,214.0,720.0,4.0,26.0,108.0,45.75,35.23433,-101.80524,
188901,AMARILLO ISD,188901047.0,TRAVIS MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Rural,629,B,87,0.921,0.436,533.0,46.0,2.0,184.0,214.0,720.0,4.0,26.0,108.0,45.75,28.61782,-96.6334,
188901,AMARILLO ISD,188901047.0,TRAVIS MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,629,B,87,0.921,0.436,533.0,46.0,2.0,184.0,214.0,720.0,4.0,26.0,108.0,45.75,32.85084,-96.96485,
188901,AMARILLO ISD,188901047.0,TRAVIS MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,629,B,87,0.921,0.436,533.0,46.0,2.0,184.0,214.0,720.0,4.0,26.0,108.0,45.75,31.0847,-97.35659,
188901,AMARILLO ISD,188901048.0,BONHAM MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,867,B,86,0.371,0.02,271.0,51.0,6.0,40.0,76.0,414.0,6.0,44.0,1148.0,47.98,35.15886,-101.89631,
188901,AMARILLO ISD,188901048.0,BONHAM MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,06 - 08,No,Urban,867,B,86,0.371,0.02,271.0,51.0,6.0,40.0,76.0,414.0,6.0,44.0,1148.0,47.98,31.07657,-97.40118,
188901,AMARILLO ISD,188901049.0,LORENZO DE ZAVALA MIDDLE,REGION 16: AMARILLO,POTTER,Middle School,05 - 08,No,Urban,409,A,91,0.325,0.061,106.0,27.0,2.0,56.0,58.0,224.0,0.0,30.0,450.0,26.97,32.81892,-96.95467,
188901,AMARILLO ISD,188901050.0,JOHNNY N ALLEN-6TH GRADE CAMPUS,REGION 16: AMARILLO,POTTER,Middle School,06 - 06,No,Urban,193,C,79,0.943,0.368,171.0,11.0,2.0,10.0,84.0,226.0,2.0,12.0,50.0,14.36,35.2193,-101.828,
188901,AMARILLO ISD,188901052.0,BOWIE 6TH GRADE CAMPUS,REGION 16: AMARILLO,POTTER,Middle School,06 - 06,No,,374,B,83,0.898,0.313,304.0,32.0,0.0,12.0,20.0,614.0,2.0,14.0,86.0,21.29,,,
188901,AMARILLO ISD,188901053.0,TRAVIS 6TH GRADE CAMPUS,REGION 16: AMARILLO,POTTER,Middle School,06 - 06,No,,308,C,72,0.929,0.523,265.0,21.0,4.0,116.0,96.0,314.0,2.0,22.0,62.0,21.31,,,
188901,AMARILLO ISD,188901101.0,AVONDALE EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,544,B,82,0.805,0.024,394.0,45.0,2.0,8.0,144.0,464.0,2.0,46.0,430.0,34.84,35.19909,-101.89442,
188901,AMARILLO ISD,188901102.0,BELMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,357,B,88,0.465,0.053,143.0,24.0,4.0,18.0,54.0,242.0,0.0,24.0,378.0,26.61,35.18304,-101.91155,
188901,AMARILLO ISD,188901103.0,BIVINS EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,Urban,435,B,83,0.759,0.041,300.0,32.0,12.0,20.0,72.0,332.0,0.0,32.0,410.0,27.11,35.19952,-101.86008,
188901,AMARILLO ISD,188901104.0,CORONADO EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,418,B,84,0.708,0.057,268.0,28.0,2.0,10.0,54.0,360.0,0.0,42.0,368.0,28.24,35.18063,-101.86372,
188901,AMARILLO ISD,188901105.0,EASTRIDGE EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,Urban,595,B,85,0.938,0.644,521.0,38.0,0.0,490.0,348.0,256.0,0.0,24.0,74.0,41.61,35.22752,-101.76885,
188901,AMARILLO ISD,188901106.0,EMERSON EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,482,B,85,0.948,0.537,443.0,15.0,0.0,6.0,30.0,862.0,0.0,14.0,56.0,33.51,35.21936,-101.82813,
188901,AMARILLO ISD,188901106.0,EMERSON EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,482,B,85,0.948,0.537,443.0,15.0,0.0,6.0,30.0,862.0,0.0,14.0,56.0,33.51,29.72693,-95.53363,
188901,AMARILLO ISD,188901107.0,FOREST HILL EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,Urban,494,A,92,0.945,0.474,431.0,36.0,2.0,18.0,36.0,820.0,4.0,12.0,96.0,34.91,35.22204,-101.79673,
188901,AMARILLO ISD,188901108.0,GLENWOOD EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,Urban,433,B,85,0.917,0.423,356.0,41.0,0.0,10.0,64.0,704.0,2.0,6.0,80.0,30.18,35.18788,-101.82432,
188901,AMARILLO ISD,188901109.0,HAMLET EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,Urban,294,F,57,0.912,0.218,254.0,15.0,2.0,42.0,312.0,120.0,0.0,22.0,92.0,24.0,35.24348,-101.8265,
188901,AMARILLO ISD,188901110.0,GEORGE WASHINGTON CARVER EARLY CHILDHOOD ACADEMY,REGION 16: AMARILLO,POTTER,Elementary,EE - 01,No,,338,C,78,0.683,0.036,198.0,33.0,6.0,6.0,166.0,278.0,0.0,30.0,190.0,22.94,,,
188901,AMARILLO ISD,188901111.0,HUMPHREY'S HIGHLAND EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,Urban,508,B,88,0.902,0.567,405.0,54.0,6.0,0.0,8.0,894.0,0.0,4.0,106.0,35.68,35.19726,-101.79174,
188901,AMARILLO ISD,188901112.0,LAMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,312,B,82,0.901,0.141,247.0,34.0,2.0,22.0,100.0,224.0,0.0,24.0,256.0,27.96,35.17421,-101.8546,
188901,AMARILLO ISD,188901112.0,LAMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Suburban,312,B,82,0.901,0.141,247.0,34.0,2.0,22.0,100.0,224.0,0.0,24.0,256.0,27.96,30.15304,-95.45445,
188901,AMARILLO ISD,188901112.0,LAMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,312,B,82,0.901,0.141,247.0,34.0,2.0,22.0,100.0,224.0,0.0,24.0,256.0,27.96,27.78448,-97.41361,
188901,AMARILLO ISD,188901112.0,LAMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,312,B,82,0.901,0.141,247.0,34.0,2.0,22.0,100.0,224.0,0.0,24.0,256.0,27.96,33.74598,-96.52916,
188901,AMARILLO ISD,188901112.0,LAMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,312,B,82,0.901,0.141,247.0,34.0,2.0,22.0,100.0,224.0,0.0,24.0,256.0,27.96,31.77702,-106.48278,
188901,AMARILLO ISD,188901112.0,LAMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,312,B,82,0.901,0.141,247.0,34.0,2.0,22.0,100.0,224.0,0.0,24.0,256.0,27.96,29.73926,-94.97044,
188901,AMARILLO ISD,188901112.0,LAMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Rural,312,B,82,0.901,0.141,247.0,34.0,2.0,22.0,100.0,224.0,0.0,24.0,256.0,27.96,33.09803,-96.08714,
188901,AMARILLO ISD,188901112.0,LAMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,312,B,82,0.901,0.141,247.0,34.0,2.0,22.0,100.0,224.0,0.0,24.0,256.0,27.96,26.18245,-97.71134,
188901,AMARILLO ISD,188901112.0,LAMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Rural,312,B,82,0.901,0.141,247.0,34.0,2.0,22.0,100.0,224.0,0.0,24.0,256.0,27.96,27.51163,-97.86131,
188901,AMARILLO ISD,188901112.0,LAMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Rural,312,B,82,0.901,0.141,247.0,34.0,2.0,22.0,100.0,224.0,0.0,24.0,256.0,27.96,32.79976,-98.09383,
188901,AMARILLO ISD,188901112.0,LAMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Rural,312,B,82,0.901,0.141,247.0,34.0,2.0,22.0,100.0,224.0,0.0,24.0,256.0,27.96,35.51974,-100.9766,
188901,AMARILLO ISD,188901112.0,LAMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,312,B,82,0.901,0.141,247.0,34.0,2.0,22.0,100.0,224.0,0.0,24.0,256.0,27.96,29.45842,-98.4657,
188901,AMARILLO ISD,188901112.0,LAMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Rural,312,B,82,0.901,0.141,247.0,34.0,2.0,22.0,100.0,224.0,0.0,24.0,256.0,27.96,29.36144,-100.88479,
188901,AMARILLO ISD,188901112.0,LAMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Rural,312,B,82,0.901,0.141,247.0,34.0,2.0,22.0,100.0,224.0,0.0,24.0,256.0,27.96,33.14615,-95.60008,
188901,AMARILLO ISD,188901112.0,LAMAR EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,312,B,82,0.901,0.141,247.0,34.0,2.0,22.0,100.0,224.0,0.0,24.0,256.0,27.96,33.89108,-98.46428,
188901,AMARILLO ISD,188901113.0,LANDERGIN EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,Urban,234,B,83,0.897,0.073,197.0,15.0,0.0,0.0,40.0,260.0,0.0,22.0,150.0,19.6,35.1788,-101.83908,
188901,AMARILLO ISD,188901114.0,LAWNDALE EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,353,B,83,0.898,0.091,294.0,23.0,2.0,6.0,26.0,522.0,0.0,14.0,136.0,25.61,35.1873,-101.80714,
188901,AMARILLO ISD,188901115.0,PARK HILLS EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,,262,D,67,0.947,0.42,229.0,19.0,2.0,18.0,76.0,360.0,0.0,6.0,62.0,21.1,,,
188901,AMARILLO ISD,188901119.0,OAK DALE EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,Urban,349,B,86,0.851,0.092,270.0,27.0,2.0,10.0,48.0,474.0,0.0,18.0,146.0,27.12,35.1839,-101.78978,
188901,AMARILLO ISD,188901120.0,OLSEN PARK EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,Urban,420,B,80,0.524,0.021,173.0,48.0,6.0,12.0,38.0,222.0,4.0,40.0,530.0,23.13,35.18625,-101.89332,
188901,AMARILLO ISD,188901121.0,PARAMOUNT TERRACE EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,Urban,318,A,90,0.708,0.063,197.0,28.0,2.0,12.0,66.0,230.0,0.0,34.0,296.0,24.57,35.16874,-101.88206,
188901,AMARILLO ISD,188901122.0,PLEASANT VALLEY EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,Urban,214,B,81,0.897,0.107,174.0,18.0,0.0,6.0,20.0,222.0,0.0,14.0,166.0,19.14,35.25341,-101.83192,
188901,AMARILLO ISD,188901123.0,RIDGECREST EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,412,B,86,0.585,0.039,192.0,49.0,4.0,2.0,34.0,280.0,0.0,42.0,462.0,25.4,35.17168,-101.89825,
188901,AMARILLO ISD,188901123.0,RIDGECREST EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,412,B,86,0.585,0.039,192.0,49.0,4.0,2.0,34.0,280.0,0.0,42.0,462.0,25.4,29.8087,-95.49305,
188901,AMARILLO ISD,188901124.0,ROGERS EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,496,B,82,0.95,0.563,445.0,27.0,8.0,58.0,76.0,782.0,0.0,4.0,66.0,35.34,35.2252,-101.81747,
188901,AMARILLO ISD,188901124.0,ROGERS EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Rural,496,B,82,0.95,0.563,445.0,27.0,8.0,58.0,76.0,782.0,0.0,4.0,66.0,35.34,30.92878,-97.2306,
188901,AMARILLO ISD,188901124.0,ROGERS EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,496,B,82,0.95,0.563,445.0,27.0,8.0,58.0,76.0,782.0,0.0,4.0,66.0,35.34,29.47314,-98.50209,
188901,AMARILLO ISD,188901125.0,SANBORN EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,Urban,384,C,79,0.93,0.393,322.0,37.0,0.0,4.0,36.0,662.0,0.0,16.0,54.0,29.11,35.20435,-101.82008,
188901,AMARILLO ISD,188901126.0,SAN JACINTO EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,441,D,62,0.952,0.17,403.0,17.0,4.0,18.0,180.0,434.0,2.0,34.0,210.0,30.5,35.2132,-101.87506,
188901,AMARILLO ISD,188901126.0,SAN JACINTO EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Rural,441,D,62,0.952,0.17,403.0,17.0,4.0,18.0,180.0,434.0,2.0,34.0,210.0,30.5,30.19595,-95.34486,
188901,AMARILLO ISD,188901126.0,SAN JACINTO EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,441,D,62,0.952,0.17,403.0,17.0,4.0,18.0,180.0,434.0,2.0,34.0,210.0,30.5,32.75794,-96.68511,
188901,AMARILLO ISD,188901126.0,SAN JACINTO EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,441,D,62,0.952,0.17,403.0,17.0,4.0,18.0,180.0,434.0,2.0,34.0,210.0,30.5,31.85641,-102.38967,
188901,AMARILLO ISD,188901126.0,SAN JACINTO EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,441,D,62,0.952,0.17,403.0,17.0,4.0,18.0,180.0,434.0,2.0,34.0,210.0,30.5,29.29967,-94.78924,
188901,AMARILLO ISD,188901126.0,SAN JACINTO EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,441,D,62,0.952,0.17,403.0,17.0,4.0,18.0,180.0,434.0,2.0,34.0,210.0,30.5,29.72539,-95.00145,
188901,AMARILLO ISD,188901126.0,SAN JACINTO EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Rural,441,D,62,0.952,0.17,403.0,17.0,4.0,18.0,180.0,434.0,2.0,34.0,210.0,30.5,30.0632,-94.8005,
188901,AMARILLO ISD,188901126.0,SAN JACINTO EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,441,D,62,0.952,0.17,403.0,17.0,4.0,18.0,180.0,434.0,2.0,34.0,210.0,30.5,31.46945,-100.42434,
188901,AMARILLO ISD,188901127.0,SOUTH GEORGIA EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,391,C,78,0.711,0.036,225.0,55.0,10.0,6.0,36.0,288.0,0.0,58.0,392.0,25.69,35.15662,-101.87066,
188901,AMARILLO ISD,188901128.0,SOUTH LAWN EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,Urban,326,B,84,0.862,0.055,243.0,39.0,4.0,22.0,50.0,272.0,0.0,28.0,278.0,22.3,35.15905,-101.85635,
188901,AMARILLO ISD,188901130.0,SUNRISE EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,266,B,86,0.936,0.252,227.0,22.0,8.0,10.0,42.0,394.0,0.0,6.0,72.0,22.58,35.19654,-101.77808,
188901,AMARILLO ISD,188901131.0,WESTERN PLATEAU EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,Urban,431,B,85,0.587,0.028,224.0,29.0,4.0,2.0,60.0,248.0,2.0,26.0,520.0,28.67,35.15606,-101.89174,
188901,AMARILLO ISD,188901132.0,WHITTIER EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Urban,453,B,81,0.954,0.494,397.0,35.0,4.0,58.0,42.0,708.0,0.0,12.0,82.0,33.57,35.23285,-101.80196,
188901,AMARILLO ISD,188901132.0,WHITTIER EL,REGION 16: AMARILLO,POTTER,Elementary,EE - 05,No,Suburban,453,B,81,0.954,0.494,397.0,35.0,4.0,58.0,42.0,708.0,0.0,12.0,82.0,33.57,29.77162,-95.24333,
188901,AMARILLO ISD,188901133.0,WILLS EL,REGION 16: AMARILLO,POTTER,Elementary,PK - 05,No,Urban,518,C,76,0.938,0.378,447.0,39.0,4.0,242.0,242.0,242.0,0.0,60.0,246.0,34.61,35.20363,-101.87746,
