DISTRICT_NUMBER,DISTRICT,CAMPUS_NUMBER,CAMPUS,REGION,COUNTY,SCHOOL_TYPE,GRADES_SERVED,CHARTER,URBANICITY,NUMBER_OF_STUDENTS,OVERALL_RATING,OVERALL_SCORE,%_ECONOMICALLY_DISADVANTAGED,%_EB/EL_STUDENTS,FREE_LUNCH_QUALIFIED_COUNT,REDUCED-PRICE_LUNCH_QUALIFIED_COUNT,RACE_AMERICAN_INDIAN_OR_ALASKA_NATIVE,RACE_ASIAN,RACE_BLACK_OR_AFRICAN_AMERICAN,RACE_HISPANIC/LATINO,RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,RACE_TWO_OR_MORE_RACES,RACE_WHITE,TEACHERS_COUNT,LAT,LONG,MEDIAN_HOUSEHOLD_INCOME_AREA
84901,DICKINSON ISD,84901108.0,SAN LEON EL,REGION 04: HOUSTON,GALVESTON,Elementary,EE - 04,No,,657,D,67,0.842,0.374,510.0,43.0,22.0,6.0,40.0,694.0,0.0,46.0,508.0,49.76,,,
84901,DICKINSON ISD,84901109.0,CALDER ROAD EL,REGION 04: HOUSTON,GALVESTON,Elementary,EE - 04,No,,718,B,85,0.596,0.164,394.0,35.0,10.0,34.0,264.0,650.0,0.0,42.0,444.0,49.5,,,
84902,GALVESTON ISD,84902001.0,BALL H S,REGION 04: HOUSTON,GALVESTON,High School,09 - 12,No,Urban,1934,D,68,0.729,0.158,1370.0,40.0,8.0,72.0,848.0,1792.0,12.0,104.0,1032.0,132.21,29.28833,-94.81071,
84902,GALVESTON ISD,84902003.0,GALVESTON CO J J A E P,REGION 04: HOUSTON,GALVESTON,High School,10 - 12,No,Rural,3,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,,29.4282,-94.98386,51890.0
84902,GALVESTON ISD,84902003.0,GALVESTON CO J J A E P,REGION 04: HOUSTON,GALVESTON,High School,10 - 12,No,Suburban,3,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,,29.52812,-95.20265,
84902,GALVESTON ISD,84902003.0,GALVESTON CO J J A E P,REGION 04: HOUSTON,GALVESTON,High School,10 - 12,No,Urban,3,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,,29.28046,-94.80537,
84902,GALVESTON ISD,84902003.0,GALVESTON CO J J A E P,REGION 04: HOUSTON,GALVESTON,High School,10 - 12,No,Suburban,3,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,,29.34963,-95.02065,
84902,GALVESTON ISD,84902003.0,GALVESTON CO J J A E P,REGION 04: HOUSTON,GALVESTON,High School,10 - 12,No,Suburban,3,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,,29.36352,-94.97155,41458.0
84902,GALVESTON ISD,84902003.0,GALVESTON CO J J A E P,REGION 04: HOUSTON,GALVESTON,High School,10 - 12,No,Suburban,3,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,,29.37803,-95.1044,
84902,GALVESTON ISD,84902006.0,WEIS,REGION 04: HOUSTON,GALVESTON,Elementary,05 - 05,No,,374,D,66,0.802,0.267,291.0,9.0,0.0,6.0,206.0,328.0,0.0,38.0,170.0,29.98,,,
84902,GALVESTON ISD,84902007.0,AIM COLLEGE & CAREER PREP,REGION 04: HOUSTON,GALVESTON,High School,07 - 12,No,,88,A,92,0.932,0.125,83.0,0.0,0.0,0.0,60.0,64.0,0.0,2.0,52.0,9.93,,,
84902,GALVESTON ISD,84902041.0,AUSTIN MIDDLE,REGION 04: HOUSTON,GALVESTON,Middle School,05 - 06,No,Urban,426,C,70,0.805,0.286,336.0,7.0,0.0,10.0,220.0,410.0,0.0,34.0,178.0,38.04,35.18631,-101.85945,
84902,GALVESTON ISD,84902041.0,AUSTIN MIDDLE,REGION 04: HOUSTON,GALVESTON,Middle School,05 - 06,No,Urban,426,C,70,0.805,0.286,336.0,7.0,0.0,10.0,220.0,410.0,0.0,34.0,178.0,38.04,30.10105,-94.13727,
84902,GALVESTON ISD,84902041.0,AUSTIN MIDDLE,REGION 04: HOUSTON,GALVESTON,Middle School,05 - 06,No,Urban,426,C,70,0.805,0.286,336.0,7.0,0.0,10.0,220.0,410.0,0.0,34.0,178.0,38.04,29.29719,-94.78121,
84902,GALVESTON ISD,84902041.0,AUSTIN MIDDLE,REGION 04: HOUSTON,GALVESTON,Middle School,05 - 06,No,Urban,426,C,70,0.805,0.286,336.0,7.0,0.0,10.0,220.0,410.0,0.0,34.0,178.0,38.04,32.82222,-96.93658,
84902,GALVESTON ISD,84902042.0,CENTRAL MIDDLE,REGION 04: HOUSTON,GALVESTON,Middle School,07 - 08,No,Urban,879,C,79,0.805,0.274,697.0,11.0,4.0,28.0,428.0,854.0,0.0,40.0,404.0,62.81,29.29898,-94.80061,
84902,GALVESTON ISD,84902042.0,CENTRAL MIDDLE,REGION 04: HOUSTON,GALVESTON,Middle School,07 - 08,No,Suburban,879,C,79,0.805,0.274,697.0,11.0,4.0,28.0,428.0,854.0,0.0,40.0,404.0,62.81,29.9716,-93.99363,
84902,GALVESTON ISD,84902102.0,CRENSHAW EL AND MIDDLE,REGION 04: HOUSTON,GALVESTON,Elementary,PK - 08,No,,136,A,90,0.743,0.206,101.0,0.0,0.0,6.0,4.0,110.0,0.0,10.0,142.0,16.11,,,
84902,GALVESTON ISD,84902104.0,MORGAN EL MAGNET SCHOOL,REGION 04: HOUSTON,GALVESTON,Elementary,PK - 04,No,,565,B,84,0.958,0.545,534.0,7.0,6.0,4.0,284.0,626.0,2.0,24.0,184.0,43.2,,,
84902,GALVESTON ISD,84902106.0,OPPE EL,REGION 04: HOUSTON,GALVESTON,Elementary,PK - 04,No,Urban,610,B,80,0.631,0.27,376.0,9.0,0.0,40.0,86.0,540.0,0.0,36.0,518.0,46.15,29.26272,-94.84872,
84902,GALVESTON ISD,84902107.0,PARKER EL,REGION 04: HOUSTON,GALVESTON,Elementary,PK - 04,No,Urban,479,B,83,0.879,0.05,415.0,6.0,4.0,22.0,366.0,308.0,0.0,32.0,232.0,40.87,29.27257,-94.83809,
84902,GALVESTON ISD,84902107.0,PARKER EL,REGION 04: HOUSTON,GALVESTON,Elementary,PK - 04,No,Urban,479,B,83,0.879,0.05,415.0,6.0,4.0,22.0,366.0,308.0,0.0,32.0,232.0,40.87,29.66607,-95.4823,
84902,GALVESTON ISD,84902114.0,ROSENBERG EL LABORATORY FOR LEARNING AND LEADING,REGION 04: HOUSTON,GALVESTON,Elementary,EE - 04,No,,336,C,78,0.914,0.074,307.0,1.0,0.0,8.0,286.0,210.0,2.0,26.0,142.0,29.54,,,
84902,GALVESTON ISD,84902115.0,BURNET EL,REGION 04: HOUSTON,GALVESTON,Elementary,PK - 04,No,Rural,527,D,68,0.966,0.431,494.0,15.0,0.0,4.0,202.0,716.0,0.0,26.0,106.0,42.8,30.76366,-98.22702,
84902,GALVESTON ISD,84902115.0,BURNET EL,REGION 04: HOUSTON,GALVESTON,Elementary,PK - 04,No,Urban,527,D,68,0.966,0.431,494.0,15.0,0.0,4.0,202.0,716.0,0.0,26.0,106.0,42.8,31.88404,-102.36335,
84902,GALVESTON ISD,84902115.0,BURNET EL,REGION 04: HOUSTON,GALVESTON,Elementary,PK - 04,No,Urban,527,D,68,0.966,0.431,494.0,15.0,0.0,4.0,202.0,716.0,0.0,26.0,106.0,42.8,31.83122,-106.44971,
84902,GALVESTON ISD,84902115.0,BURNET EL,REGION 04: HOUSTON,GALVESTON,Elementary,PK - 04,No,Urban,527,D,68,0.966,0.431,494.0,15.0,0.0,4.0,202.0,716.0,0.0,26.0,106.0,42.8,29.27723,-94.82415,
84902,GALVESTON ISD,84902115.0,BURNET EL,REGION 04: HOUSTON,GALVESTON,Elementary,PK - 04,No,Urban,527,D,68,0.966,0.431,494.0,15.0,0.0,4.0,202.0,716.0,0.0,26.0,106.0,42.8,29.74592,-95.31961,
84902,GALVESTON ISD,84902117.0,MOODY EARLY CHILDHOOD CENTER,REGION 04: HOUSTON,GALVESTON,Elementary,EE - PK,No,,120,D,69,0.817,0.292,97.0,4.0,2.0,10.0,48.0,124.0,0.0,4.0,60.0,7.0,,,
84903,HIGH ISLAND ISD,84903001.0,HIGH ISLAND SCHOOL,REGION 05: BEAUMONT,GALVESTON,Elem/Secondary,KG - 12,No,,150,B,85,0.6,0.0,90.0,0.0,4.0,8.0,0.0,34.0,0.0,16.0,240.0,17.86,,,
84906,TEXAS CITY ISD,84906001.0,TEXAS CITY H S,REGION 04: HOUSTON,GALVESTON,High School,09 - 12,No,Suburban,1707,C,70,0.726,0.077,1209.0,36.0,8.0,12.0,640.0,1752.0,0.0,160.0,864.0,117.71,29.39336,-94.92102,
84906,TEXAS CITY ISD,84906002.0,LA MARQUE H S,REGION 04: HOUSTON,GALVESTON,High School,09 - 12,No,Suburban,631,D,62,0.91,0.132,583.0,7.0,4.0,10.0,704.0,438.0,0.0,20.0,118.0,49.52,29.37761,-94.99309,
84906,TEXAS CITY ISD,84906006.0,WOODROW WILSON DAEP,REGION 04: HOUSTON,GALVESTON,Elem/Secondary,05 - 12,No,Suburban,65,Not Rated,.,0.554,0.031,35.0,1.0,2.0,0.0,66.0,44.0,0.0,2.0,16.0,12.75,29.39836,-94.89811,
84906,TEXAS CITY ISD,84906014.0,COASTAL ALTERNATIVE PROGRAM (CAP),REGION 04: HOUSTON,GALVESTON,High School,08 - 10,No,,7,Not Rated,.,0.857,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,,,,
84906,TEXAS CITY ISD,84906041.0,BLOCKER MIDDLE,REGION 04: HOUSTON,GALVESTON,Middle School,07 - 08,No,Suburban,864,D,66,0.801,0.139,673.0,20.0,0.0,6.0,366.0,858.0,0.0,78.0,422.0,48.48,29.39835,-94.90118,
84906,TEXAS CITY ISD,84906043.0,GILES MIDDLE,REGION 04: HOUSTON,GALVESTON,Middle School,06 - 08,No,,533,F,58,0.929,0.133,486.0,9.0,8.0,0.0,582.0,336.0,4.0,42.0,94.0,36.01,,,
84906,TEXAS CITY ISD,84906101.0,FRY INT,REGION 04: HOUSTON,GALVESTON,Middle School,05 - 06,No,,827,C,78,0.804,0.156,647.0,19.0,2.0,4.0,310.0,862.0,0.0,84.0,394.0,52.75,,,
84906,TEXAS CITY ISD,84906102.0,HEIGHTS EL,REGION 04: HOUSTON,GALVESTON,Elementary,KG - 04,No,Urban,401,B,85,0.933,0.259,367.0,7.0,2.0,2.0,140.0,438.0,0.0,48.0,172.0,26.94,27.527,-99.4699,
84906,TEXAS CITY ISD,84906102.0,HEIGHTS EL,REGION 04: HOUSTON,GALVESTON,Elementary,KG - 04,No,Suburban,401,B,85,0.933,0.259,367.0,7.0,2.0,2.0,140.0,438.0,0.0,48.0,172.0,26.94,29.38759,-94.93062,
84906,TEXAS CITY ISD,84906103.0,KOHFELDT EL,REGION 04: HOUSTON,GALVESTON,Elementary,KG - 04,No,Suburban,434,B,81,0.915,0.217,383.0,14.0,0.0,2.0,172.0,506.0,0.0,50.0,138.0,30.13,29.3913,-94.91486,53014.0
84906,TEXAS CITY ISD,84906104.0,MANUEL GUAJARDO JR EL,REGION 04: HOUSTON,GALVESTON,Elementary,KG - 04,No,,532,C,76,0.758,0.028,394.0,9.0,0.0,8.0,208.0,492.0,0.0,48.0,308.0,34.25,,,
84906,TEXAS CITY ISD,84906105.0,ROOSEVELT-WILSON EL,REGION 04: HOUSTON,GALVESTON,Elementary,KG - 04,No,Suburban,492,B,80,0.774,0.201,366.0,15.0,0.0,0.0,170.0,530.0,0.0,54.0,230.0,32.53,29.40009,-94.89846,79609.0
84906,TEXAS CITY ISD,84906109.0,CALVIN VINCENT PRE-K HEAD START,REGION 04: HOUSTON,GALVESTON,Elementary,EE - PK,No,,287,D,69,0.979,0.213,309.0,14.0,0.0,2.0,178.0,320.0,0.0,50.0,112.0,20.82,,,
84906,TEXAS CITY ISD,84906110.0,HAYLEY EL,REGION 04: HOUSTON,GALVESTON,Elementary,KG - 05,No,,562,F,55,0.925,0.205,508.0,12.0,6.0,2.0,440.0,494.0,0.0,48.0,134.0,37.42,,,
84906,TEXAS CITY ISD,84906111.0,SIMMS EL,REGION 04: HOUSTON,GALVESTON,Elementary,KG - 05,No,,474,C,74,0.89,0.013,414.0,8.0,0.0,2.0,642.0,192.0,2.0,34.0,78.0,31.51,,,
84908,HITCHCOCK ISD,84908001.0,HITCHCOCK H S,REGION 04: HOUSTON,GALVESTON,High School,09 - 12,No,Suburban,470,B,87,0.77,0.051,353.0,9.0,0.0,8.0,354.0,324.0,0.0,42.0,212.0,33.8,29.3499,-95.0317,
84908,HITCHCOCK ISD,84908042.0,CROSBY MIDDLE,REGION 04: HOUSTON,GALVESTON,Middle School,06 - 08,No,Rural,409,D,68,0.839,0.09,333.0,11.0,0.0,6.0,324.0,306.0,0.0,14.0,170.0,22.52,29.89998,-95.06362,
84908,HITCHCOCK ISD,84908042.0,CROSBY MIDDLE,REGION 04: HOUSTON,GALVESTON,Middle School,06 - 08,No,Suburban,409,D,68,0.839,0.09,333.0,11.0,0.0,6.0,324.0,306.0,0.0,14.0,170.0,22.52,29.34638,-95.01689,
84908,HITCHCOCK ISD,84908103.0,STEWART EL,REGION 04: HOUSTON,GALVESTON,Elementary,03 - 05,No,Suburban,346,D,65,0.873,0.101,298.0,4.0,0.0,2.0,252.0,256.0,0.0,22.0,160.0,23.53,29.34776,-95.02308,
84908,HITCHCOCK ISD,84908103.0,STEWART EL,REGION 04: HOUSTON,GALVESTON,Elementary,03 - 05,No,Rural,346,D,65,0.873,0.101,298.0,4.0,0.0,2.0,252.0,256.0,0.0,22.0,160.0,23.53,30.69022,-95.53626,
84908,HITCHCOCK ISD,84908103.0,STEWART EL,REGION 04: HOUSTON,GALVESTON,Elementary,03 - 05,No,Urban,346,D,65,0.873,0.101,298.0,4.0,0.0,2.0,252.0,256.0,0.0,22.0,160.0,23.53,33.5525,-101.91406,
84908,HITCHCOCK ISD,84908103.0,STEWART EL,REGION 04: HOUSTON,GALVESTON,Elementary,03 - 05,No,Urban,346,D,65,0.873,0.101,298.0,4.0,0.0,2.0,252.0,256.0,0.0,22.0,160.0,23.53,33.5523,-101.914,
84908,HITCHCOCK ISD,84908104.0,HITCHCOCK HEADSTART,REGION 04: HOUSTON,GALVESTON,Elementary,PK - PK,No,Rural,162,D,65,0.92,0.0,146.0,3.0,2.0,0.0,166.0,102.0,0.0,10.0,44.0,,29.3641,-95.03069,
84908,HITCHCOCK ISD,84908106.0,HITCHCOCK PRI,REGION 04: HOUSTON,GALVESTON,Elementary,EE - 02,No,,452,D,65,0.854,0.091,381.0,6.0,0.0,4.0,302.0,338.0,2.0,58.0,202.0,30.16,,,
84909,SANTA FE ISD,84909001.0,SANTA FE H S,REGION 04: HOUSTON,GALVESTON,High School,09 - 12,No,Suburban,1363,B,80,0.475,0.049,594.0,55.0,22.0,24.0,36.0,696.0,4.0,42.0,1914.0,85.31,29.38262,-95.10665,
84909,SANTA FE ISD,84909002.0,GALVESTON CO J J A E P,REGION 04: HOUSTON,GALVESTON,High School,09 - 10,No,Rural,2,Not Rated,.,0.5,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,29.4282,-94.98386,51890.0
84909,SANTA FE ISD,84909002.0,GALVESTON CO J J A E P,REGION 04: HOUSTON,GALVESTON,High School,09 - 10,No,Suburban,2,Not Rated,.,0.5,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,29.52812,-95.20265,
84909,SANTA FE ISD,84909002.0,GALVESTON CO J J A E P,REGION 04: HOUSTON,GALVESTON,High School,09 - 10,No,Urban,2,Not Rated,.,0.5,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,29.28046,-94.80537,
84909,SANTA FE ISD,84909002.0,GALVESTON CO J J A E P,REGION 04: HOUSTON,GALVESTON,High School,09 - 10,No,Suburban,2,Not Rated,.,0.5,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,29.34963,-95.02065,
84909,SANTA FE ISD,84909002.0,GALVESTON CO J J A E P,REGION 04: HOUSTON,GALVESTON,High School,09 - 10,No,Suburban,2,Not Rated,.,0.5,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,29.36352,-94.97155,41458.0
84909,SANTA FE ISD,84909002.0,GALVESTON CO J J A E P,REGION 04: HOUSTON,GALVESTON,High School,09 - 10,No,Suburban,2,Not Rated,.,0.5,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,29.37803,-95.1044,
84909,SANTA FE ISD,84909003.0,COASTAL ALTERNATIVE PROGRAM,REGION 04: HOUSTON,GALVESTON,Elem/Secondary,06 - 12,No,,3,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,,,,
84909,SANTA FE ISD,84909041.0,SANTA FE J H,REGION 04: HOUSTON,GALVESTON,Middle School,06 - 08,No,Suburban,1009,C,75,0.517,0.067,483.0,39.0,8.0,12.0,24.0,522.0,2.0,30.0,1420.0,65.77,29.38139,-95.10665,
84909,SANTA FE ISD,84909103.0,ROY J WOLLAM EL,REGION 04: HOUSTON,GALVESTON,Elementary,EE - 05,No,Urban,619,B,81,0.607,0.102,353.0,24.0,2.0,2.0,8.0,398.0,4.0,38.0,802.0,41.6,29.28369,-94.80024,63750.0
84909,SANTA FE ISD,84909104.0,DAN J KUBACAK EL,REGION 04: HOUSTON,GALVESTON,Elementary,PK - 05,No,,678,B,89,0.569,0.065,358.0,29.0,4.0,4.0,8.0,334.0,0.0,34.0,990.0,41.53,,,
84909,SANTA FE ISD,84909105.0,WILLIAM F BARNETT EL,REGION 04: HOUSTON,GALVESTON,Elementary,PK - 05,No,,643,B,83,0.586,0.087,347.0,33.0,4.0,16.0,32.0,364.0,2.0,36.0,838.0,37.79,,,
84910,CLEAR CREEK ISD,84910001.0,CLEAR CREEK H S,REGION 04: HOUSTON,GALVESTON,High School,09 - 12,No,Suburban,2395,C,77,0.347,0.12,,,18.0,260.0,542.0,1792.0,10.0,216.0,1962.0,149.51,29.5221,-95.07675,
84910,CLEAR CREEK ISD,84910002.0,CLEAR LAKE H S,REGION 04: HOUSTON,GALVESTON,High School,09 - 12,No,Urban,2524,B,84,0.302,0.1,,,6.0,564.0,340.0,1794.0,6.0,270.0,2086.0,145.09,29.58242,-95.10472,
84910,CLEAR CREEK ISD,84910003.0,CLEAR BROOK H S,REGION 04: HOUSTON,GALVESTON,High School,09 - 12,No,Suburban,2342,B,81,0.393,0.073,,,8.0,862.0,512.0,1922.0,12.0,200.0,1178.0,140.52,29.54944,-95.18838,
84910,CLEAR CREEK ISD,84910004.0,CLEAR VIEW H S,REGION 04: HOUSTON,GALVESTON,High School,09 - 12,No,,168,B,86,0.351,0.036,,,0.0,4.0,26.0,110.0,0.0,16.0,180.0,25.95,,,
84910,CLEAR CREEK ISD,84910005.0,GALVESTON CO JJAEP,REGION 04: HOUSTON,GALVESTON,High School,09 - 09,No,Rural,1,Not Rated,.,1.0,1.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,29.4282,-94.98386,51890.0
84910,CLEAR CREEK ISD,84910006.0,HARRIS CO JJAEP,REGION 04: HOUSTON,GALVESTON,High School,09 - 09,No,Suburban,1,Not Rated,.,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,29.52262,-95.07644,
84910,CLEAR CREEK ISD,84910006.0,HARRIS CO JJAEP,REGION 04: HOUSTON,GALVESTON,High School,09 - 09,No,Rural,1,Not Rated,.,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,30.04812,-95.53189,
84910,CLEAR CREEK ISD,84910008.0,CLEAR PATH ALTERNATIVE SCHOOL,REGION 04: HOUSTON,GALVESTON,High School,07 - 12,No,Suburban,123,Not Rated,.,0.431,0.065,52.0,1.0,0.0,4.0,34.0,80.0,0.0,10.0,118.0,22.0,29.5099,-95.0868,
84910,CLEAR CREEK ISD,84910009.0,CLEAR SPRINGS H S,REGION 04: HOUSTON,GALVESTON,High School,09 - 12,No,,2718,B,83,0.16,0.024,,,20.0,480.0,394.0,1394.0,10.0,262.0,2904.0,153.15,,,
84910,CLEAR CREEK ISD,84910010.0,CLEAR HORIZONS EARLY COLLEGE H S,REGION 04: HOUSTON,GALVESTON,High School,09 - 12,No,,425,A,99,0.482,0.056,,,0.0,228.0,80.0,340.0,2.0,36.0,164.0,14.0,,,
84910,CLEAR CREEK ISD,84910011.0,CLEAR FALLS H S,REGION 04: HOUSTON,GALVESTON,High School,09 - 12,No,,2468,C,79,0.183,0.05,,,10.0,208.0,248.0,1348.0,10.0,216.0,2906.0,142.23,,,
84910,CLEAR CREEK ISD,84910042.0,SEABROOK INT,REGION 04: HOUSTON,GALVESTON,Middle School,06 - 08,No,Suburban,963,B,86,0.296,0.057,285.0,0.0,8.0,56.0,84.0,480.0,4.0,90.0,1204.0,59.55,29.57119,-95.01715,105761.0
84910,CLEAR CREEK ISD,84910043.0,CLEAR LAKE INT,REGION 04: HOUSTON,GALVESTON,Middle School,06 - 08,No,Urban,830,C,77,0.542,0.166,451.0,0.0,0.0,104.0,174.0,742.0,2.0,90.0,552.0,53.89,29.56887,-95.13371,
84910,CLEAR CREEK ISD,84910044.0,SPACE CENTER INT,REGION 04: HOUSTON,GALVESTON,Middle School,06 - 08,No,Urban,826,C,74,0.569,0.285,471.0,0.0,0.0,96.0,178.0,770.0,0.0,70.0,540.0,58.32,29.55346,-95.09812,
84910,CLEAR CREEK ISD,84910045.0,LEAGUE CITY INT,REGION 04: HOUSTON,GALVESTON,Middle School,06 - 08,No,Suburban,1116,A,94,0.2,0.073,223.0,1.0,6.0,240.0,112.0,530.0,4.0,128.0,1216.0,64.96,29.51149,-95.06316,
84910,CLEAR CREEK ISD,84910046.0,CREEKSIDE INT,REGION 04: HOUSTON,GALVESTON,Middle School,06 - 08,No,Suburban,870,B,87,0.317,0.066,276.0,0.0,2.0,94.0,104.0,546.0,2.0,92.0,904.0,55.88,29.49407,-95.14305,
84910,CLEAR CREEK ISD,84910047.0,BROOKSIDE INT,REGION 04: HOUSTON,GALVESTON,Middle School,06 - 08,No,Suburban,920,B,84,0.468,0.112,431.0,0.0,4.0,182.0,200.0,712.0,0.0,70.0,674.0,60.54,29.50012,-95.20092,
84910,CLEAR CREEK ISD,84910048.0,VICTORY LAKES INT,REGION 04: HOUSTON,GALVESTON,Middle School,06 - 08,No,,937,A,91,0.275,0.06,257.0,1.0,2.0,92.0,88.0,586.0,6.0,70.0,1030.0,52.7,,,
84910,CLEAR CREEK ISD,84910049.0,WESTBROOK INT,REGION 04: HOUSTON,GALVESTON,Middle School,06 - 08,No,,1167,A,92,0.379,0.171,442.0,0.0,6.0,656.0,178.0,724.0,4.0,96.0,670.0,66.18,,,
84910,CLEAR CREEK ISD,84910050.0,BAYSIDE INT,REGION 04: HOUSTON,GALVESTON,Middle School,06 - 08,No,,1001,B,83,0.296,0.091,296.0,0.0,4.0,58.0,114.0,628.0,2.0,96.0,1100.0,56.43,,,
84910,CLEAR CREEK ISD,84910051.0,CLEAR CREEK INT,REGION 04: HOUSTON,GALVESTON,Middle School,06 - 08,No,Rural,722,C,75,0.597,0.235,431.0,0.0,6.0,16.0,174.0,656.0,0.0,80.0,512.0,47.36,33.34355,-97.18244,
84910,CLEAR CREEK ISD,84910101.0,CLEAR LAKE CITY EL,REGION 04: HOUSTON,GALVESTON,Elementary,EE - 05,No,Urban,521,B,89,0.499,0.127,227.0,33.0,0.0,30.0,90.0,408.0,0.0,94.0,428.0,37.77,29.56683,-95.12077,
84910,CLEAR CREEK ISD,84910102.0,ED H WHITE EL,REGION 04: HOUSTON,GALVESTON,Elementary,KG - 05,No,Suburban,619,B,87,0.305,0.045,181.0,8.0,2.0,28.0,58.0,316.0,4.0,80.0,754.0,36.0,29.57924,-95.03701,
84910,CLEAR CREEK ISD,84910103.0,LEAGUE CITY EL,REGION 04: HOUSTON,GALVESTON,Elementary,EE - 05,No,Suburban,735,B,88,0.686,0.373,475.0,29.0,2.0,18.0,64.0,962.0,2.0,56.0,388.0,46.94,29.51007,-95.08829,
84910,CLEAR CREEK ISD,84910104.0,JAMES H ROSS EL,REGION 04: HOUSTON,GALVESTON,Elementary,EE - 05,No,Suburban,567,B,83,0.478,0.078,242.0,29.0,2.0,58.0,94.0,360.0,0.0,44.0,576.0,39.06,29.50062,-95.12452,
84910,CLEAR CREEK ISD,84910105.0,BAY EL,REGION 04: HOUSTON,GALVESTON,Elementary,EE - 05,No,Suburban,644,B,83,0.477,0.067,291.0,16.0,0.0,38.0,96.0,340.0,0.0,76.0,740.0,39.87,29.56642,-95.0263,
84910,CLEAR CREEK ISD,84910106.0,LAVACE STEWART EL,REGION 04: HOUSTON,GALVESTON,Elementary,EE - 05,No,Suburban,738,C,76,0.669,0.421,466.0,30.0,4.0,14.0,56.0,894.0,0.0,54.0,458.0,46.77,29.54094,-95.02517,111691.0
84910,CLEAR CREEK ISD,84910107.0,MARGARET S MCWHIRTER EL,REGION 04: HOUSTON,GALVESTON,Elementary,EE - 05,No,Suburban,788,B,81,0.788,0.537,559.0,62.0,6.0,48.0,190.0,1096.0,0.0,52.0,186.0,51.0,29.53431,-95.11813,
84910,CLEAR CREEK ISD,84910108.0,G H WHITCOMB EL,REGION 04: HOUSTON,GALVESTON,Elementary,EE - 05,No,Urban,598,B,87,0.753,0.172,425.0,37.0,0.0,86.0,196.0,558.0,0.0,44.0,376.0,37.57,29.55999,-95.13241,
84910,CLEAR CREEK ISD,84910110.0,P H GREENE EL,REGION 04: HOUSTON,GALVESTON,Elementary,EE - 05,No,Suburban,593,B,81,0.653,0.16,346.0,42.0,4.0,138.0,198.0,452.0,0.0,56.0,346.0,41.0,29.52794,-95.16638,
84910,CLEAR CREEK ISD,84910111.0,ARMAND BAYOU EL,REGION 04: HOUSTON,GALVESTON,Elementary,EE - 05,No,Urban,498,C,78,0.504,0.11,219.0,32.0,0.0,70.0,124.0,306.0,0.0,86.0,414.0,31.99,29.59449,-95.11647,
84910,CLEAR CREEK ISD,84910112.0,C D LANDOLT EL,REGION 04: HOUSTON,GALVESTON,Elementary,PK - 05,No,Suburban,728,B,85,0.537,0.407,336.0,57.0,4.0,96.0,72.0,844.0,6.0,66.0,380.0,45.9,29.53884,-95.16959,
84910,CLEAR CREEK ISD,84910115.0,WALTER HALL EL,REGION 04: HOUSTON,GALVESTON,Elementary,KG - 05,No,Suburban,512,A,91,0.281,0.051,126.0,18.0,2.0,60.0,50.0,270.0,2.0,52.0,594.0,31.98,29.48533,-95.15528,
84910,CLEAR CREEK ISD,84910116.0,JOHN F WARD EL,REGION 04: HOUSTON,GALVESTON,Elementary,EE - 05,No,Urban,574,B,86,0.413,0.152,215.0,24.0,6.0,156.0,120.0,326.0,0.0,60.0,488.0,37.0,29.58364,-95.13741,
84910,CLEAR CREEK ISD,84910117.0,LLOYD R FERGUSON EL,REGION 04: HOUSTON,GALVESTON,Elementary,KG - 05,No,Suburban,697,B,85,0.327,0.032,204.0,25.0,4.0,40.0,94.0,284.0,2.0,70.0,912.0,40.97,29.53281,-95.05042,
84910,CLEAR CREEK ISD,84910118.0,BROOKWOOD EL,REGION 04: HOUSTON,GALVESTON,Elementary,PK - 05,No,Suburban,789,B,85,0.42,0.411,310.0,21.0,2.0,252.0,28.0,770.0,4.0,74.0,456.0,45.0,29.60316,-95.10863,
